Connecting to host 192.168.3.2, port 10021
[  6] local 192.168.2.2 port 40290 connected to 192.168.3.2 port 10021
[  6]  72.00-73.00  sec  0.00 Bytes  0.00 bits/sec    0    138 KBytes       
[  6]  73.00-74.00  sec  41.9 MBytes   351 Mbits/sec    5   84.4 KBytes       
[  6]  74.00-75.00  sec  0.00 Bytes  0.00 bits/sec    0    105 KBytes       
[  6]  75.00-76.00  sec  0.00 Bytes  0.00 bits/sec    0    124 KBytes       
[  6]  76.00-77.00  sec  0.00 Bytes  0.00 bits/sec    0    139 KBytes       
[  6]  77.00-78.00  sec  0.00 Bytes  0.00 bits/sec    0    153 KBytes       
[  6]  78.00-79.00  sec  0.00 Bytes  0.00 bits/sec    0    166 KBytes       
[  6]  79.00-80.00  sec  0.00 Bytes  0.00 bits/sec    0    179 KBytes       
[  6]  80.00-81.00  sec  0.00 Bytes  0.00 bits/sec    0    190 KBytes       
[  6]  81.00-82.00  sec  0.00 Bytes  0.00 bits/sec    0    198 KBytes       
[  6]  82.00-83.00  sec  0.00 Bytes  0.00 bits/sec    0    239 KBytes       
[  6]  83.00-84.00  sec  0.00 Bytes  0.00 bits/sec    0    321 KBytes       
[  6]  84.00-85.00  sec  0.00 Bytes  0.00 bits/sec    0    425 KBytes       
[  6]  85.00-86.00  sec  0.00 Bytes  0.00 bits/sec    0    554 KBytes       
[  6]  86.00-87.00  sec  0.00 Bytes  0.00 bits/sec    0    712 KBytes       
[  6]  87.00-88.00  sec  0.00 Bytes  0.00 bits/sec    0    900 KBytes       
[  6]  88.00-89.00  sec  0.00 Bytes  0.00 bits/sec    0   1.09 MBytes       
[  6]  89.00-90.00  sec  42.0 MBytes   352 Mbits/sec    0   1.34 MBytes       
[  6]  90.00-91.00  sec  0.00 Bytes  0.00 bits/sec    0   1.62 MBytes       
[  6]  91.00-92.00  sec  0.00 Bytes  0.00 bits/sec    0   1.95 MBytes       
[  6]  92.00-93.00  sec  0.00 Bytes  0.00 bits/sec    0   2.31 MBytes       
[  6]  93.00-94.00  sec  0.00 Bytes  0.00 bits/sec    0   2.70 MBytes       
[  6]  94.00-95.00  sec  0.00 Bytes  0.00 bits/sec    0   3.14 MBytes       
[  6]  95.00-96.00  sec  0.00 Bytes  0.00 bits/sec    0   3.63 MBytes       
[  6]  96.00-97.00  sec  0.00 Bytes  0.00 bits/sec    0   4.16 MBytes       
[  6]  97.00-98.00  sec  0.00 Bytes  0.00 bits/sec    0   4.69 MBytes       
[  6]  98.00-99.00  sec  0.00 Bytes  0.00 bits/sec    0   5.35 MBytes       
[  6]  99.00-100.00 sec  0.00 Bytes  0.00 bits/sec    0   5.94 MBytes       
[  6] 100.00-101.00 sec  0.00 Bytes  0.00 bits/sec    0   5.94 MBytes       
[  6] 101.00-102.00 sec  0.00 Bytes  0.00 bits/sec    0   5.94 MBytes       
[  6] 102.00-102.18 sec  0.00 Bytes  0.00 bits/sec    0   5.94 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  6]   0.00-102.18 sec   294 MBytes  24.1 Mbits/sec  1076            sender
[  6]   0.00-102.18 sec  0.00 Bytes  0.00 bits/sec                  receiver
iperf3: interrupt - the client has terminated by signal Interrupt(2)
