rlcThroughputDl:vector ExtClientServerExample.ue.cellularNic.nrRlc.um (#0 - test-0-20250830-13:43:36-16472),
61.281,1296330.102315600026
61.282,1296333.311575999946
61.283,1296336.52073169965
61.284,1296339.72978270007
61.284,1296364.091769499701
61.285,1296367.300318199672
61.286,1296370.508762199893
61.287,1296373.717101499901
61.288,1296376.925336099692
61.289,1296380.133465999735
61.29,1296383.341491299677
61.291,1296386.549411799756
61.291,1296410.908616299737
61.292,1296414.116034700067
61.293,1296417.323348499831
61.294,1296420.530557599847
61.295,1296423.737662099765
61.296,1296426.944662000048
61.297,1296430.151557199653
61.297,1296454.508377199988
61.298,1296457.714770500078
61.299,1296460.921059099955
61.3,1296464.127243099731
61.301,1296467.333322499876
61.302,1296470.539297199805
61.303,1296473.745167399753
61.304,1296476.950933099722
61.304,1296501.304971899833
61.305,1296504.510235699821
61.306,1296507.715394899712
61.307,1296510.92044949997
61.308,1296514.125399599781
61.309,1296517.330245200075
61.31,1296520.534986099691
61.31,1296544.886641699818
61.311,1296548.090880899687
61.312,1296551.295015699692
61.313,1296554.499045900066
61.314,1296557.702971599993
61.315,1296560.906792799938
61.316,1296564.110509499903
61.317,1296567.314121699888
61.317,1296591.662997199687
61.318,1296594.866107800041
61.319,1296598.069114000067
61.32,1296601.272015699648
61.321,1296604.474812899712
61.322,1296607.677505599798
61.323,1296610.880093900016
61.324,1296614.08257779991
61.324,1296638.428673899731
61.325,1296641.63065630011
61.326,1296644.832534299693
61.327,1296648.034307899882
61.328,1296651.235977000087
61.329,1296654.437541800082
61.33,1296657.639002100097
61.33,1296681.982716499825
61.331,1296685.183675500097
61.332,1296688.384530100036
61.333,1296691.585280399766
61.334,1296694.785926199981
61.335,1296697.9864678001
61.336,1296701.186904899772
61.337,1296704.3872376997
61.337,1296728.728173899926
61.338,1296731.928005499762
61.339,1296735.12773279985
61.34,1296738.327355700077
61.341,1296741.526874399741
61.342,1296744.726288700007
61.343,1296747.92559870006
61.344,1296751.124804399903
61.344,1296775.462962999937
61.345,1296778.661667599806
61.346,1296781.860268000045
61.347,1296785.058764100073
61.348,1296788.257155899887
61.349,1296791.455443399955
61.35,1296794.653626699928
61.35,1296818.989405099765
61.351,1296822.187087399882
61.352,1296825.384665499903
61.353,1296828.582139399831
61.354,1296831.779509099663
61.355,1296834.976774499747
61.356,1296838.17393569974
61.357,1296841.3709927001
61.357,1296865.703994699751
61.358,1296868.900550900025
61.359,1296872.097002899737
61.36,1296875.29335069982
61.361,1296878.489594399926
61.362,1296881.68573379982
61.363,1296884.881769099735
61.364,1296888.077700299672
61.364,1296912.407926499841
61.365,1296915.603356999806
61.366,1296918.798683299678
61.367,1296921.99390550004
61.368,1296925.189023599957
61.369,1296928.384037499778
61.37,1296931.57894739974
61.37,1296955.906794900072
61.371,1296959.101204199712
61.372,1296962.295509399843
61.373,1296965.489710499995
61.374,1296968.683807499703
61.375,1296971.877800399901
61.376,1296975.07168929977
61.377,1296978.265474000011
61.377,1297002.590546899937
61.378,1297005.783831299743
61.379,1297008.977011699691
61.38,1297012.17008799966
61.381,1297015.363060199652
61.382,1297018.555928399782
61.383,1297021.748692600053
61.383,1297046.071387799918
61.384,1297049.263651799872
61.385,1297052.455811699848
61.386,1297055.647867599965
61.387,1297058.839819499755
61.388,1297062.031667399682
61.389,1297065.223411399868
61.39,1297068.415051300075
61.39,1297092.734973100012
61.391,1297095.92611290002
61.392,1297099.11714879982
61.393,1297102.308080699757
61.394,1297105.498908699951
61.395,1297108.689632699821
61.396,1297111.880252799947
61.397,1297115.070768899746
61.397,1297139.387918000106
61.398,1297142.577934099825
61.399,1297145.767846399916
61.4,1297148.957654699681
61.401,1297152.14735919982
61.402,1297155.336959700097
61.403,1297158.526456399816
61.403,1297182.841229300011
61.404,1297186.03022599965
61.405,1297189.219118999781
61.406,1297192.407908000048
61.407,1297195.596593199761
61.408,1297198.785174599845
61.409,1297201.973652099722
61.41,1297205.162025699855
61.41,1297229.474026999898
61.411,1297232.661900999952
61.412,1297235.849671099797
61.413,1297239.037337400016
61.414,1297242.224899899676
61.415,1297245.41235850006
61.416,1297248.599713400005
61.417,1297251.786964499853
61.417,1297276.096194900103
61.418,1297279.282946399875
61.419,1297282.46959410002
61.42,1297285.656138099727
61.421,1297288.842578299806
61.422,1297292.028914699793
61.423,1297295.215147399806
61.423,1297319.522003199902
61.424,1297322.707736399953
61.425,1297325.893365900028
61.426,1297329.078891699663
61.427,1297332.264313699675
61.428,1297335.449632099826
61.429,1297338.634846699887
61.43,1297341.819957700088
61.43,1297366.1240435997
61.431,1297369.308655200057
61.432,1297372.493163200091
61.433,1297375.677567400035
61.434,1297378.861867999653
61.435,1297382.046064899765
61.436,1297385.230158200018
61.437,1297388.414147799831
61.437,1297412.715464599893
61.438,1297415.898955000095
61.439,1297419.082341799976
61.44,1297422.265625
61.441,1297425.448804500045
61.442,1297428.631880499885
61.443,1297431.814852799751
61.443,1297456.11379650002
61.444,1297459.296269800045
61.445,1297462.478639400097
61.446,1297465.660905499938
61.447,1297468.843067999926
61.448,1297472.025126900055
61.449,1297475.20708229998
61.45,1297478.388934100043
61.45,1297502.685109799723
61.451,1297505.866462700066
61.452,1297509.047712000083
61.453,1297512.228857799896
61.454,1297515.409900099968
61.455,1297518.590838799716
61.456,1297521.771673999723
61.457,1297524.952405699991
61.458,1297528.133033900053
61.459,1297531.313558599907
61.46,1297534.493979800025
61.461,1297537.674297499932
61.463,1297519.74358560005
61.464,1297522.92398800002
61.465,1297526.104286999903
61.466,1297529.284482500047
61.467,1297532.464574499985
61.468,1297535.644562999713
61.469,1297538.824448099823
61.469,1297563.113113899712
61.47,1297566.292500399981
61.471,1297569.471783400043
61.472,1297572.650963000018
61.473,1297575.830039199903
61.474,1297579.009011900048
61.475,1297582.187881299757
61.476,1297585.366647100073
61.476,1297609.65254729986
61.477,1297612.830814799757
61.478,1297616.008978799913
61.479,1297619.187039500098
61.48,1297622.364996700078
61.481,1297625.542850600085
61.482,1297628.720601199657
61.482,1297653.004131299906
61.483,1297656.181383499872
61.484,1297659.35853229975
61.485,1297662.535577799657
61.486,1297665.712519899938
61.487,1297668.889358699785
61.488,1297672.066094199657
61.489,1297675.24272629991
61.489,1297699.523492000063
61.49,1297702.699625999663
61.491,1297705.875656600107
61.492,1297709.051583900112
61.493,1297712.2274079998
61.494,1297715.403128799981
61.495,1297718.57874620007
61.496,1297721.754260399841
61.496,1297746.032262299672
61.497,1297749.207278399726
61.498,1297752.382191299922
61.499,1297755.557000899685
61.5,1297758.731707300056
61.501,1297761.906310500107
61.502,1297765.080810399722
61.502,1297789.356443699912
61.503,1297792.530445700043
61.504,1297795.704344399736
61.505,1297798.878139999693
61.506,1297802.051832299676
61.507,1297805.225421499922
61.509,1297787.299419600047
61.51,1297790.473093799777
61.511,1297793.646664799652
61.512,1297796.820132699792
61.513,1297799.993497299957
61.514,1297803.166758799922
61.515,1297806.339917100031
61.516,1297809.51297219982
61.516,1297833.783080799968
61.517,1297836.955638299693
61.521,1297776.840428499968
61.522,1297780.01365369977
61.523,1297783.18677569972
61.524,1297786.359794599932
61.525,1297789.532710299825
61.526,1297792.705522899977
61.527,1297795.878232299813
61.527,1297820.144001800097
61.528,1297823.316213800103
61.529,1297826.488322599787
61.53,1297829.660328299736
61.531,1297832.832230899945
61.532,1297836.004030399952
61.533,1297839.175726799757
61.534,1297842.347320199941
61.534,1297866.610329200045
61.535,1297869.781425199933
61.536,1297872.952418100085
61.537,1297876.123307900035
61.538,1297879.294094699897
61.539,1297882.464778400023
61.54,1297885.635359100063
61.54,1297909.896002599966
61.541,1297913.066085999828
61.542,1297916.23606640007
61.543,1297919.405943799762
61.544,1297922.575718199831
61.545,1297925.745389599816
61.546,1297928.914957900062
61.547,1297932.084423299876
61.547,1297956.342307500072
61.548,1297959.511275799941
61.549,1297962.680141000075
61.55,1297965.84890329977
61.554,1297905.75754619995
61.555,1297908.926975899837
61.556,1297912.096302600108
61.557,1297915.265526299828
61.558,1297918.434646999926
61.559,1297921.603664800056
61.56,1297924.7725796001
61.56,1297949.025341100056
61.561,1297952.193758999926
61.562,1297955.362073999828
61.563,1297958.530286000107
61.564,1297961.698395200072
61.565,1297964.866401399948
61.566,1297968.034304599741
61.567,1297971.20210499968
61.567,1297995.452109099828
61.568,1297998.619412699712
61.569,1298001.786613400091
61.57,1298004.953711200036
61.571,1298008.120706199663
61.572,1298011.28759829979
61.573,1298014.454387499947
61.573,1298038.702028499913
61.574,1298041.868320999663
61.575,1298045.034510799681
61.576,1298048.200597600078
61.577,1298051.366581699808
61.578,1298054.532462900035
61.579,1298057.698241299946
61.58,1298060.863916900006
61.58,1298085.108801600055
61.581,1298088.273980599825
61.582,1298091.43905689986
61.583,1298094.604030299928
61.584,1298097.768900999797
61.585,1298100.933668899813
61.586,1298104.098333999976
61.587,1298107.262896399942
61.587,1298131.505025399845
61.588,1298134.669091399756
61.589,1298137.833054599813
61.59,1298140.996915099672
61.591,1298144.160672799681
61.592,1298147.324327799953
61.593,1298150.487880100026
61.593,1298174.727647599762
61.594,1298177.890703599897
61.595,1298181.05365699995
61.596,1298184.216507599687
61.597,1298187.379255499687
61.598,1298190.541900699955
61.599,1298193.704443299673
61.6,1298196.866883100008
61.601,1298200.029220299792
61.602,1298203.191454799843
61.603,1298206.35358669981
61.604,1298209.515615900043
61.604,1298233.7510551
61.605,1298236.912588299712
61.606,1298240.074018799697
61.607,1298243.235346599945
61.608,1298246.396571899761
61.609,1298249.557694499843
61.61,1298252.718714499843
61.611,1298255.879631899761
61.611,1298280.11231759982
61.612,1298283.272739099801
61.613,1298286.433057999701
61.614,1298289.593274299985
61.615,1298292.753387999718
61.616,1298295.913399099835
61.617,1298299.073307699986
61.617,1298323.303633699657
61.618,1298326.46304649999
61.62,1298308.55241800006
61.621,1298311.71191639965
61.622,1298314.871312200087
61.623,1298318.030605500095
61.624,1298321.189796200018
61.625,1298324.348884399977
61.626,1298327.50787009997
61.626,1298351.73465739982
61.627,1298354.893147499762
61.628,1298358.05153500009
61.629,1298361.209820100103
61.63,1298364.368002600032
61.631,1298367.52608269965
61.632,1298370.68406019965
61.633,1298373.8419352998
61.633,1298398.065971199885
61.634,1298401.223350699987
61.635,1298404.380627899893
61.636,1298407.537802599833
61.637,1298410.694874799806
61.638,1298413.851844599932
61.639,1298417.008711999745
61.639,1298441.230389900036
61.64,1298444.386761799917
61.641,1298447.543031400066
61.642,1298450.699198599902
61.643,1298453.855263399887
61.644,1298457.01122569991
61.645,1298460.167085699733
61.646,1298463.322843299708
61.646,1298487.541770800013
61.647,1298490.697033099828
61.648,1298493.852193099907
61.649,1298497.007250699676
61.65,1298500.162205999712
61.651,1298503.317058899902
61.652,1298506.471809499893
61.653,1298509.626457799688
61.653,1298533.842635399657
61.654,1298536.996788499875
61.655,1298540.150839299892
61.656,1298543.30478789983
61.657,1298546.458634099921
61.658,1298549.612377999813
61.659,1298552.766019599976
61.659,1298576.979840700045
61.66,1298580.132987299931
61.661,1298583.286031699736
61.662,1298586.43897379981
61.663,1298589.591813599687
61.665,1298571.685721199957
61.666,1298574.838646899906
61.667,1298577.991470299657
61.668,1298581.144191499797
61.669,1298584.296810399737
61.67,1298587.449327100066
61.671,1298590.601741499731
61.671,1298614.810851099897
61.672,1298617.962770800102
61.673,1298621.114588200111
61.674,1298624.266303499691
61.675,1298627.417916500006
61.676,1298630.569427299776
61.677,1298633.720836000047
61.678,1298636.872142399657
61.678,1298661.078504499976
61.679,1298664.229316299777
61.68,1298667.380025899966
61.681,1298670.530633399726
61.682,1298673.68113869987
61.683,1298676.831541900053
61.684,1298679.981842899692
61.684,1298704.18585049966
61.685,1298707.335657000073
61.686,1298710.485361299941
61.687,1298713.634963599962
61.688,1298716.78446380002
61.689,1298719.933861800001
61.69,1298723.083157700018
61.691,1298726.232351599723
61.691,1298750.433612700083
61.692,1298753.582312100097
61.693,1298756.730909499801
61.694,1298759.87940480001
61.695,1298763.027797999788
61.696,1298766.176089199722
61.697,1298769.324278299693
61.698,1298772.47236539982
61.698,1298796.670880699992
61.699,1298799.818473599848
61.7,1298802.965964300088
61.701,1298806.11335309967
61.702,1298809.260639799756
61.703,1298812.407824600112
61.704,1298815.554907300041
61.704,1298839.751069599761
61.705,1298842.8976582
61.706,1298846.044144799928
61.707,1298849.190529400013
61.708,1298852.336812099903
61.709,1298855.48299279995
61.71,1298858.629071499683
61.711,1298861.775048200038
61.711,1298885.968465900045
61.712,1298889.113948700016
61.713,1298892.259329499673
61.714,1298895.40460840007
61.715,1298898.549785299688
61.716,1298901.694860300045
61.717,1298904.839833399743
61.718,1298907.984704599712
61.718,1298932.175378299781
61.719,1298935.319755699947
61.72,1298938.464031099805
61.721,1298941.60820470005
61.722,1298944.752276299985
61.723,1298947.896246099841
61.724,1298951.040114100087
61.724,1298975.228436300062
61.725,1298978.371810399923
61.726,1298981.515082799826
61.727,1298984.6582533
61.728,1298987.801321899981
61.729,1298990.944288699883
61.73,1298994.087153699712
61.731,1298997.229916899927
61.731,1299021.415496299972
61.732,1299024.557765800036
61.733,1299027.699933599677
61.734,1299030.841999500055
61.735,1299033.983963700008
61.736,1299037.125826099883
61.737,1299040.267586699683
61.737,1299064.450815599875
61.738,1299067.592082699757
61.739,1299070.733248000031
61.74,1299073.874311599878
61.741,1299077.015273499766
61.742,1299080.156133600043
61.743,1299083.296891999892
61.744,1299086.437548599668
61.744,1299110.61803579982
61.745,1299113.758198999797
61.746,1299116.898260599931
61.747,1299120.038220500105
61.748,1299123.178078599737
61.749,1299126.317835099992
61.75,1299129.457489899821
61.751,1299132.597042999693
61.751,1299156.774789100043
61.752,1299159.913848899767
61.753,1299163.052807199765
61.754,1299166.191663699687
61.755,1299169.330418599766
61.756,1299172.469071799887
61.757,1299175.607623399697
61.757,1299199.783020500091
61.758,1299202.921079100107
61.759,1299206.059035900045
61.76,1299209.196891199795
61.761,1299212.334644800048
61.762,1299215.472296900112
61.763,1299218.609847299751
61.764,1299221.747296199663
61.764,1299245.9199533998
61.765,1299249.056909299918
61.766,1299252.193763599727
61.767,1299255.330516299696
61.768,1299258.467167499937
61.769,1299261.603717099872
61.77,1299264.740165099962
61.771,1299267.876511599865
61.771,1299292.046429600097
61.772,1299295.182283199855
61.773,1299298.318035400005
61.774,1299301.453685999845
