SduBuffer:vector ExtClientServerExample.gnb.cellularNic.rlc.UmTxEntity Lcid: 1 (#0 - test-0-20250830-13:43:36-16472),
23.9487287468,20
23.9489899978,21
23.949,20
23.949,19
23.9494628358,20
23.9498027408,21
23.95,20
23.951,19
23.951,18
23.952,17
23.952,16
23.9522975308,17
23.9526669588,18
23.9529957318,19
23.953,18
23.9535050688,19
23.9538521118,20
23.954,19
23.954,18
23.9543442378,19
23.9546910028,20
23.955,19
23.955,18
23.9555054058,19
23.9558476728,20
23.956,19
23.9563814608,20
23.9567260388,21
23.957,20
23.957,19
23.9572447998,20
23.9575890818,21
23.9579096668,22
23.958,21
23.958,20
23.9583827138,21
23.9587264428,22
23.959,21
23.9592487808,22
23.9595879898,23
23.9599081298,24
23.96,23
23.96,22
23.9603830858,23
23.9607350608,24
23.9609932458,25
23.961,24
23.962,23
23.962,22
23.963,21
23.963,20
23.9635934828,21
23.9639947828,22
23.964,21
23.9645693498,22
23.9649356748,23
23.965,22
23.965,21
23.9654460988,22
23.9658038638,23
23.966,22
23.966,21
23.9667731628,22
23.967,21
23.9673453558,22
23.9677133778,23
23.968,22
23.968,21
23.9682640058,22
23.9686283278,23
23.9689592018,24
23.969,23
23.969,22
23.9695147328,23
23.9698814268,24
23.97,23
23.9704142078,24
23.9708071588,25
23.971,24
23.971,23
23.9713546978,24
23.9717205308,25
23.972,24
23.972,23
23.973,22
23.974,21
23.974,20
23.9742771778,21
23.9746869408,22
23.975,21
23.975,20
23.9752374908,21
23.9756020868,22
23.9759324628,23
23.976,22
23.9764731188,23
23.9768336418,24
23.977,23
23.977,22
23.9777712398,23
23.978,22
23.978,21
23.9783481088,22
23.9787114138,23
23.979,22
23.9792828348,23
23.9796405578,24
23.9799731298,25
23.98,24
23.98,23
23.9805225378,24
23.9808895248,25
23.981,24
23.9814340688,25
23.9817931638,26
23.982,25
23.982,24
23.9823488998,25
23.9826943048,26
23.983,25
23.983,24
23.984,23
23.9849508338,24
23.985,23
23.985,22
23.9855190208,23
23.9858710168,24
23.986,23
23.986,22
23.9863915818,23
23.9867441608,24
23.987,23
23.9872609038,24
23.9876021408,25
23.9879178458,26
23.988,25
23.988,24
23.9888132808,25
23.989,24
23.989,23
23.9893688928,24
23.9897262768,25
23.99,24
23.9902750588,25
23.9906275158,26
23.9909513218,27
23.991,26
23.991,25
23.9914029898,26
23.9917534898,27
23.992,26
23.992,25
23.9922229688,26
23.9925867938,27
23.9929153478,28
23.993,27
23.9933898318,28
23.9937442808,29
23.994,28
23.994,27
23.995,26
23.995,25
23.996,24
23.9962505788,25
23.9966337508,26
23.9969653878,27
23.997,26
23.997,25
23.9974814138,26
23.9978341428,27
23.998,26
23.9983690158,27
23.9987269598,28
23.999,27
23.999,26
23.9996496938,27
23.9999930678,28
24,27
24,26
24.0005380458,27
24.0008839768,28
24.001,27
24.0014503848,28
24.0018122268,29
24.002,28
24.002,27
24.0023832068,28
24.0027251118,29
24.0029840988,30
24.003,29
24.003,28
24.0034471858,29
24.0038067028,30
24.004,29
24.0043573068,30
24.0047066658,31
24.005,30
24.005,29
24.006,28
24.006,27
24.0069119658,28
24.007,27
24.0074994248,28
24.0078560848,29
24.008,28
24.008,27
24.0083629638,28
24.0087129988,29
24.009,28
24.009,27
24.0092213008,28
24.0095703708,29
24.0098900658,30
24.01,29
24.0108221028,30
24.011,29
24.011,28
24.0115118758,29
24.0119245698,30
24.012,29
24.012,28
24.0126057238,29
24.0129927218,30
24.013,29
24.0135840228,30
24.0139628488,31
24.014,30
24.014,29
24.0144943908,30
24.0148484488,31
24.015,30
24.015,29
24.0153468258,30
24.0157024368,31
24.016,30
24.017,29
24.017,28
24.018,27
24.0183858578,28
24.0187628388,29
24.019,28
24.019,27
24.0193079438,28
24.0196804278,29
24.02,28
24.02,27
24.0203448638,28
24.0206856228,29
24.021,28
24.0216294878,29
24.0219845028,30
24.022,29
24.022,28
24.0225066208,29
24.0228853958,30
24.023,29
24.023,28
24.0234628918,29
24.0238406418,30
24.024,29
24.0244129058,30
24.0247732098,31
24.025,30
24.025,29
24.0252861168,30
24.0256499708,31
24.0259211868,32
24.026,31
24.026,30
24.0264081378,31
24.0267521248,32
24.027,31
24.028,30
24.028,29
24.0289170828,30
24.029,29
24.029,28
24.0294840818,29
24.0298387858,30
24.03,29
24.0303550408,30
24.0307021888,31
24.031,30
24.031,29
24.0311886358,30
24.0315324068,31
24.0318493298,32
24.032,31
24.032,30
24.0326743658,31
24.033,30
24.0332389098,31
24.0336070898,32
24.0339371268,33
24.034,32
24.034,31
24.0344661028,32
24.0348091498,33
24.035,32
24.0352778508,33
24.0356197818,34
24.0359372088,35
24.036,34
24.036,33
24.0363990988,34
24.0367416768,35
24.037,34
24.037,33
24.038,32
24.039,31
24.039,30
24.04,29
24.04,28
24.0403769378,29
24.0407440348,30
24.041,29
24.0412751618,30
24.0416290808,31
24.0419495358,32
24.042,31
24.042,30
24.0424972718,31
24.0428467258,32
24.043,31
24.043,30
24.0436682018,31
24.044,30
24.0442428968,31
24.0445982368,32
24.0449193668,33
24.045,32
24.045,31
24.0454517838,32
24.0457981148,33
24.046,32
24.046,31
24.0463366578,32
24.0466821138,33
24.047,32
24.0472058808,33
24.0475505268,34
24.0478679288,35
24.048,34
24.048,33
24.0483494058,34
24.049,33
24.049,32
24.05,31
24.051,30
24.051,29
24.0513483568,30
24.0517262778,31
24.052,30
24.0522536218,31
24.0526069528,32
24.0529305188,33
24.053,32
24.053,31
24.0534393328,32
24.0537960238,33
24.054,32
24.054,31
24.0546029928,32
24.0549457048,33
24.055,32
24.0554937938,33
24.0558630038,34
24.056,33
24.056,32
24.0563992678,33
24.0567471478,34
24.057,33
24.057,32
24.0572752848,33
24.0576196078,34
24.0579378878,35
24.058,34
24.0583941708,35
24.0587334958,36
24.059,35
24.059,34
24.0592451618,35
24.0595967638,36
24.06,35
24.06,34
24.061,33
24.0619151158,34
24.062,33
24.062,32
24.0624682218,33
24.0628138668,34
24.063,33
24.063,32
24.0633228178,33
24.0636706328,34
24.0639902818,35
24.064,34
24.0645048428,35
24.0648477248,36
24.065,35
24.065,34
24.0657269298,35
24.066,34
24.066,33
24.0662635968,34
24.0666219688,35
24.0669415638,36
24.067,35
24.0675132008,36
24.0678668398,37
24.068,36
24.068,35
24.0684134158,36
24.0687703508,37
24.069,36
24.069,35
24.0692472618,36
24.0696151688,37
24.07,36
24.071,35
24.071,34
24.072,33
24.073,32
24.073,31
24.0733913658,32
24.0737723078,33
24.074,32
24.074,31
24.0742871118,32
24.0746484168,33
24.0749806688,34
24.075,33
24.0754822018,34
24.0758199578,35
24.076,34
24.076,33
24.0767185768,34
24.077,33
24.077,32
24.0772962848,33
24.0776630458,34
24.0779959408,35
24.078,34
24.0785784888,35
24.0789451898,36
24.079,35
24.079,34
24.0794777458,35
24.0798376538,36
24.08,35
24.08,34
24.0803111618,35
24.0806566278,36
24.0809807188,37
24.081,36
24.0814635388,37
24.082,36
24.082,35
24.083,34
24.083,33
24.084,32
24.085,31
24.085,30
24.086,29
24.086,28
24.0866359808,29
24.087,28
24.088,27
24.088,26
24.0888240478,27
24.089,26
24.0898604058,27
24.09,26
24.09,25
24.0909380078,26
24.091,25
24.091,24
24.092,23
24.0924718178,24
24.093,23
24.093,22
24.094,21
24.094,20
24.095,19
24.096,18
24.096,17
24.0968580058,18
24.097,17
24.097,16
24.0979386578,17
24.098,16
24.099,15
24.099,14
24.0994918658,15
24.0999826538,16
24.1,15
24.1,14
24.1006736628,15
24.101,14
24.1012934388,15
24.1016668778,16
24.102,15
24.102,14
24.1022006478,15
24.1025707408,16
24.1029083298,17
24.103,16
24.103,15
24.1034659348,16
24.1038261938,17
24.104,16
24.1047833898,17
24.105,16
24.105,15
24.1053592398,16
24.1057373998,17
24.106,16
24.106,15
24.1062994888,16
24.1066610658,17
24.1069936428,18
24.107,17
24.1075331208,18
24.1078865568,19
24.108,18
24.108,17
24.1084153128,18
24.1087664538,19
24.109,18
24.1096201708,19
24.1099881978,20
24.11,19
24.11,18
24.1105495358,19
24.1109262088,20
24.111,19
24.111,18
24.1114666808,19
24.1118234138,20
24.112,19
24.1123787558,20
24.1127350598,21
24.113,20
24.113,19
24.1135709348,20
24.114,19
24.114,18
24.1145269618,19
24.115,18
24.116,17
24.116,16
24.117,15
24.117,14
24.1178751838,15
24.118,14
24.1188518418,15
24.119,14
24.119,13
24.1197287488,14
24.12,13
24.12,12
24.121,11
24.1216954418,12
24.122,11
24.122,10
24.123,9
24.123,8
24.1233369588,9
24.124,8
24.1246292958,9
24.125,8
24.125,7
24.1255900628,8
24.126,7
24.127,6
24.127,5
24.128,4
24.128,3
24.1289179118,4
24.129,3
24.1295491718,4
24.1299445298,5
24.13,4
24.13,3
24.1304624498,4
24.1308395698,5
24.131,4
24.131,3
24.1317046598,4
24.132,3
24.1323135708,4
24.1326844018,5
24.133,4
24.133,3
24.1332333318,4
24.1335975508,5
24.1339325608,6
24.134,5
24.134,4
24.1344933108,5
24.1348662458,6
24.135,5
24.1354214188,6
24.1357680928,7
24.136,6
24.136,5
24.1362997328,6
24.1366502078,7
24.1369735158,8
24.137,7
24.137,6
24.138,5
24.1383219028,6
24.1386899388,7
24.139,6
24.139,5
24.1392196298,6
24.1395756478,7
24.1399073288,8
24.14,7
24.14,6
24.1404461488,7
24.1407931668,8
24.141,7
24.1413124778,8
24.1416530308,9
24.1419697058,10
24.142,9
24.142,8
24.1428912138,9
24.143,8
24.1434505898,9
24.1438188338,10
24.144,9
24.144,8
24.1443965308,9
24.1447460648,10
24.145,9
24.145,8
24.1452594748,9
24.1456009888,10
24.1459203188,11
24.146,10
24.1464389948,11
24.147,10
24.147,9
24.148,8
24.148,7
24.149,6
24.15,5
24.15,4
24.1502729008,5
24.1506427798,6
24.1509703098,7
24.151,6
24.151,5
24.1514916888,6
24.1518379648,7
24.152,6
24.1523693468,7
24.1527202688,8
24.153,7
24.153,6
24.1536662448,7
24.154,6
24.154,5
24.1542899928,6
24.1546642908,7
24.155,6
24.1550013748,7
24.1555781528,8
24.1559091718,9
24.156,8
24.156,7
24.1564310158,8
24.1567878468,9
24.157,8
24.157,7
24.1573149148,8
24.1576603178,9
24.1579811678,10
24.158,9
24.1585175228,10
24.159,9
24.159,8
24.16,7
24.16,6
24.161,5
24.162,4
24.162,3
24.163,2
24.1634502068,3
24.1638396548,4
24.164,3
24.164,2
24.1648813228,3
24.165,2
24.165,1
24.1654726138,2
24.1658383108,3
24.166,2
24.1664106598,3
24.1667611338,4
24.167,3
24.167,2
24.1672798478,3
24.1676308148,4
24.1679551208,5
24.168,4
24.168,3
24.1684979038,4
24.1688433108,5
24.169,4
24.1693840338,5
24.1697334248,6
24.17,5
24.17,4
24.171,3
24.171,2
24.172,1
24.1725011848,2
24.1729129888,3
24.173,2
24.173,1
24.1734454168,2
24.1738107798,3
24.174,2
24.174,1
24.1743448198,2
24.1747067098,3
24.175,2
24.1756383618,3
24.176,2
24.176,1
24.1760025488,2
24.1765807618,3
24.1769242298,4
24.177,3
24.177,2
24.1774911938,3
24.1778562038,4
24.178,3
24.1784177358,4
24.1787686668,5
24.179,4
24.179,3
24.1792797798,4
24.1796263198,5
24.1799463718,6
24.18,5
24.1804894358,6
24.1808309618,7
24.181,6
24.181,5
24.182,4
24.182,3
24.1826067088,4
24.1829828248,5
24.183,4
24.1835180818,5
24.1838690788,6
24.184,5
24.184,4
24.1843799258,5
24.1847301298,6
24.185,5
24.185,4
24.1852611908,5
24.1856184468,6
24.1859396188,7
24.186,6
24.1868754288,7
24.187,6
24.187,5
24.1874194698,6
24.1877760628,7
24.188,6
24.188,5
24.1883519558,6
24.1887178458,7
24.189,6
24.1892694078,7
24.1896212608,8
24.1899481948,9
24.19,8
24.19,7
24.1904600838,8
24.1908122738,9
24.191,8
24.191,7
24.1913528558,8
24.1917001758,9
24.192,8
24.193,7
24.193,6
24.194,5
24.194,4
24.1942473398,5
24.1946212308,6
24.1949513118,7
24.195,6
24.1954872448,7
24.1958401288,8
24.196,7
24.196,6
24.1963557018,7
24.1967047478,8
24.197,7
24.197,6
24.1975394178,7
24.1978854428,8
24.198,7
24.1984238528,8
24.1987960378,9
24.199,8
24.199,7
24.1993578958,8
24.1997260468,9
24.2,8
24.2003130808,9
24.2006719398,10
24.2009936358,11
24.201,10
24.201,9
24.2015359728,10
24.2018829538,11
24.202,10
24.202,9
24.2024643928,10
24.2028102928,11
24.203,10
24.204,9
24.204,8
24.205,7
24.205,6
24.2056279998,7
24.206,6
24.2060000298,7
24.2065623348,8
24.2069060648,9
24.207,8
24.207,7
24.2074032078,8
24.2077598128,9
24.208,8
24.208,7
24.2086092128,8
24.2089576528,9
24.209,8
24.2095096288,9
24.2098651678,10
24.21,9
24.21,8
24.2104145158,9
24.2107962698,10
24.211,9
24.211,8
24.2114242948,9
24.2118010328,10
24.212,9
24.2123596678,10
24.2127220218,11
24.213,10
24.213,9
24.2132614278,10
24.2136361968,11
24.2139675198,12
24.214,11
24.214,10
24.2145643278,11
24.2149164228,12
24.215,11
24.2155065898,12
24.2158655218,13
24.216,12
24.216,11
24.2164276838,12
24.2167830028,13
24.217,12
24.2173337358,13
24.2176922418,14
24.218,13
24.218,12
24.2182273378,13
24.2185867328,14
24.2189214648,15
24.219,14
24.219,13
24.2195014128,14
24.2198593358,15
24.22,14
24.221,13
24.221,12
24.222,11
24.222,10
24.223,9
24.2232775308,10
24.2236669738,11
24.224,10
24.224,9
24.2242238388,10
24.2245908878,11
24.2249238018,12
24.225,11
24.225,10
24.226,9
24.227,8
24.227,7
24.2276960358,8
24.228,7
24.228,6
24.2283082568,7
24.2286823398,8
24.229,7
24.2292180758,8
24.2295910908,9
24.2299248198,10
24.23,9
24.23,8
24.2308260738,9
24.231,8
24.231,7
24.2313912198,8
24.2317632578,9
24.232,8
24.2323421488,9
24.2327074008,10
24.233,9
24.233,8
24.2332579128,9
24.2336047318,10
24.2339263808,11
24.234,10
24.2344673728,11
24.2348230418,12
24.235,11
24.235,10
24.2353733488,11
24.2357164358,12
24.236,11
24.236,10
24.237,9
24.2377782438,10
24.238,9
24.238,8
24.2383591868,9
24.2387257478,10
24.239,9
24.239,8
24.2392637378,9
24.2396122448,10
24.2399306598,11
24.24,10
24.2404548578,11
24.2408098848,12
24.241,11
24.241,10
24.2417237418,11
24.242,10
24.242,9
24.2423278618,10
24.2426786698,11
24.243,10
24.2430011278,11
24.2435880258,12
24.2439192018,13
24.244,12
24.244,11
24.2444466978,12
24.2447930118,13
24.245,12
24.245,11
24.2453204568,12
24.2456680498,13
24.2459905748,14
24.246,13
24.2465431848,14
24.2469068628,15
24.247,14
24.247,13
24.2474591908,14
24.2478192008,15
24.248,14
24.248,13
24.2484014158,14
24.2487755848,15
24.249,14
24.2493475838,15
24.2497114688,16
24.25,15
24.25,14
24.2502340798,15
24.2505942668,16
24.2509152978,17
24.251,16
24.251,15
24.2513885658,16
24.2517602428,17
24.252,16
24.2523688878,17
24.2527233818,18
24.253,17
24.253,16
24.254,15
24.255,14
24.255,13
24.2554493058,14
24.2558326098,15
24.256,14
24.256,13
24.2563625668,14
24.2567206588,15
24.257,14
24.2572569338,15
24.2576075388,16
24.2579278418,17
24.258,16
24.258,15
24.259,14
24.259,13
24.26,12
24.2607430058,13
24.261,12
24.261,11
24.2612877988,12
24.2616402508,13
24.2619661388,14
24.262,13
24.262,12
24.2624885218,13
24.2628332108,14
24.263,13
24.2636470858,14
24.2639917438,15
24.264,14
24.264,13
24.2645223368,14
24.2648822628,15
24.265,14
24.265,13
24.2654558198,14
24.2658119768,15
24.266,14
24.2663673518,15
24.2667182398,16
24.267,15
24.267,14
24.2672298108,15
24.2675851918,16
24.2679064648,17
24.268,16
24.268,15
24.2684629488,16
24.2688279058,17
24.269,16
24.27,15
24.27,14
24.271,13
24.2713557378,14
24.2717217568,15
24.272,14
24.272,13
24.2722676218,14
24.2726255718,15
24.2729477468,16
24.273,15
24.273,14
24.2734512538,15
24.2738024388,16
24.274,15
24.2747360758,16
24.275,15
24.275,14
24.2752961118,15
24.2756508348,16
24.2759806268,17
24.276,16
24.276,15
24.2765916108,16
24.2769536238,17
24.277,16
24.2775136048,17
24.2778827178,18
24.278,17
24.278,16
24.2784064358,17
24.2787665378,18
24.279,17
24.279,16
24.2792628238,17
24.2796337058,18
24.2799660388,19
24.28,18
24.281,17
24.281,16
24.282,15
24.282,14
24.2825482758,15
24.2829214218,16
24.283,15
24.2834653388,16
24.2838244008,17
24.284,16
24.284,15
24.2843382368,16
24.2846914198,17
24.285,16
24.285,15
24.2855275188,16
24.2858736798,17
24.286,16
24.2864164688,17
24.2867934928,18
24.287,17
24.287,16
24.2873548568,17
24.2877260008,18
24.288,17
24.288,16
24.2882916448,17
24.2886558798,18
24.2889859968,19
24.289,18
24.2895285718,19
24.2898928558,20
24.29,19
24.29,18
24.2904383178,19
24.2908086178,20
24.291,19
24.292,18
24.292,17
24.293,16
24.293,15
24.2933587788,16
24.2937482338,17
24.294,16
24.2942951308,17
24.2946535858,18
24.2949822808,19
24.295,18
24.295,17
24.2954937688,18
24.2958477488,19
24.296,18
24.296,17
24.2968286808,18
24.297,17
24.2974301118,18
24.2978136848,19
24.298,18
24.298,17
24.2983589978,18
24.2987375798,19
24.299,18
24.299,17
24.2992913218,18
24.2996609778,19
24.2999862778,20
24.3,19
24.3005630958,20
24.3009187968,21
24.301,20
24.301,19
24.3014430438,20
24.3017888598,21
24.302,20
24.302,19
24.303,18
24.3039753188,19
24.304,18
24.304,17
24.3045635678,18
24.3049247018,19
24.305,18
24.305,17
24.3054554188,18
24.3058149208,19
24.306,18
24.3063536658,19
24.3066996348,20
24.307,19
24.307,18
24.3075947388,19
24.3079356308,20
24.308,19
24.3084864018,20
24.3088454528,21
24.309,20
24.309,19
24.3094112568,20
24.3097747598,21
24.31,20
24.31,19
24.3103015458,20
24.3106529098,21
24.3109905098,22
24.311,21
24.3114774988,22
24.3118297558,23
24.312,22
24.312,21
24.3123656548,22
24.3127342168,23
24.313,22
24.313,21
24.314,20
24.315,19
24.315,18
24.3152036838,19
24.3155757768,20
24.3159017588,21
24.316,20
24.316,19
24.3164208378,20
24.3167736678,21
24.317,20
24.3172851088,21
24.3176376668,22
24.3179556378,23
24.318,22
24.318,21
24.3188472048,22
24.319,21
24.319,20
24.3194194318,21
24.3197848918,22
24.32,21
24.3203563078,22
24.3207259508,23
24.321,22
24.321,21
24.3212704288,22
24.3216356578,23
24.3219644298,24
24.322,23
24.322,22
24.3225033148,23
24.3228762048,24
24.323,23
24.3234447428,24
24.3238072458,25
24.324,24
24.324,23
24.325,22
24.3258976958,23
24.326,22
24.326,21
24.3265108568,22
24.3268812888,23
24.327,22
24.327,21
24.3273872178,22
24.3277345738,23
24.328,22
24.3282525878,23
24.3286052498,24
24.3289296708,25
24.329,24
24.329,23
24.3297422348,24
24.33,23
24.33,22
24.3302918988,23
24.3306485328,24
24.3309689868,25
24.331,24
24.3314677628,25
24.3318174338,26
24.332,25
24.332,24
24.3323611228,25
24.3327248538,26
24.3329908698,27
24.333,26
24.333,25
24.3334622948,26
24.3338194378,27
24.334,26
24.3343705508,27
24.3347251058,28
24.335,27
24.335,26
24.336,25
24.336,24
24.337,23
24.3375700298,24
24.3379434478,25
24.338,24
24.338,23
24.3384493068,24
24.3388006188,25
24.339,24
24.339,23
24.3393147318,24
24.3396621058,25
24.3399810618,26
24.34,25
24.3408074568,26
24.341,25
24.341,24
24.3413501058,25
24.3417048668,26
24.342,25
24.342,24
24.3422608148,25
24.3426156508,26
24.3429462418,27
24.343,26
24.3434969178,27
24.3438503958,28
24.344,27
24.344,26
24.3443781778,27
24.3447338918,28
24.3449958648,29
24.345,28
24.3454880058,29
24.3458325948,30
24.346,29
24.346,28
24.347,27
24.347,26
24.3479962248,27
24.348,26
24.3485884788,27
24.3489416818,28
24.349,27
24.349,26
24.3494413918,27
24.3497846168,28
24.35,27
24.35,26
24.3502961618,27
24.3506349118,28
24.3509522108,29
24.351,28
24.3517635698,29
24.352,28
24.352,27
24.3523101218,28
24.3526624528,29
24.3529867718,30
24.353,29
24.353,28
24.3534840478,29
24.3538366968,30
24.354,29
24.3543823598,30
24.3547250008,31
24.355,30
24.355,29
24.3552283118,30
24.3555736808,31
24.3558332598,32
24.356,31
24.356,30
24.3563170768,31
24.3566715268,32
24.3569962078,33
24.357,32
24.358,31
24.358,30
24.359,29
24.359,28
24.3594658438,29
24.3598424058,30
24.36,29
24.3604096128,30
24.3607632548,31
24.361,30
24.361,29
24.3613963498,30
24.3619319478,31
24.362,30
24.363,29
24.363,28
24.3637726738,29
24.364,28
24.364,27
24.3646391838,28
24.365,27
24.3655567398,28
24.366,27
24.366,26
24.3663794428,27
24.3668995608,28
24.367,27
24.367,26
24.3677273198,27
24.368,26
24.369,25
24.369,24
24.37,23
24.37,22
24.371,21
24.3719946498,22
24.372,21
24.372,20
24.3728047468,21
24.373,20
24.373,19
24.374,18
24.3743407238,19
24.3748917418,20
24.375,19
24.375,18
24.3757694388,19
24.376,18
24.376,17
24.3766164138,18
24.377,17
24.3774253758,18
24.3779563848,19
24.378,18
24.378,17
24.3788050358,18
24.379,17
24.379,16
24.38,15
24.381,14
24.381,13
24.382,12
24.3823333488,13
24.3828878858,14
24.383,13
24.383,12
24.3836731938,13
24.384,12
24.384,11
24.3849027678,12
24.385,11
24.3857319698,12
24.386,11
24.386,10
24.3865576728,11
24.387,10
24.387,9
24.3874179998,10
24.3879792538,11
24.388,10
24.3887205878,11
24.389,10
24.389,9
24.3892866958,10
24.3896298608,11
24.3899519988,12
24.39,11
24.39,10
24.391,9
24.3913281158,10
24.3916817118,11
24.392,10
24.392,9
24.3920016148,10
24.3925469308,11
24.3928723728,12
24.393,11
24.393,10
24.3933976278,11
24.3937550818,12
24.394,11
24.3942982158,12
24.3946524788,13
24.3949861868,14
24.395,13
24.395,12
24.3957878498,13
24.396,12
24.396,11
24.3963461748,12
24.3966995948,13
24.397,12
24.3972598598,13
24.3976237298,14
24.3979586498,15
24.398,14
24.398,13
24.3984896918,14
24.3988450918,15
24.399,14
24.3993764038,15
24.3997231898,16
24.4,15
24.4,14
24.4002826138,15
24.4006228688,16
24.4009431478,17
24.401,16
24.401,15
24.402,14
24.4029112208,15
24.403,14
24.403,13
24.4034976768,14
24.4038655808,15
24.404,14
24.404,13
24.4043996148,14
24.4047599398,15
24.405,14
24.4052769548,15
24.4056186238,16
24.4059430018,17
24.406,16
24.406,15
24.4067522518,16
24.407,15
24.407,14
24.4073072718,15
24.4076666318,16
24.4079978598,17
24.408,16
24.4085549988,17
24.4088990708,18
24.409,17
24.409,16
24.4094096078,17
24.4097615718,18
24.41,17
24.41,16
24.4102806508,17
24.4106289348,18
24.4109505898,19
24.411,18
24.4114779668,19
24.4118218318,20
24.412,19
24.412,18
24.4123632768,19
24.4127163928,20
24.413,19
24.413,18
24.414,17
24.415,16
24.415,15
24.416,14
24.417,13
24.417,12
24.418,11
24.418,10
24.419,9
24.42,8
24.42,7
24.4207671588,8
24.421,7
24.421,6
24.4213301128,7
24.4216840208,8
24.422,7
24.4222301658,8
24.4226022498,9
24.4229368528,10
24.423,9
24.423,8
24.424,7
24.424,6
24.425,5
24.4259959528,6
24.426,5
24.426,4
24.4265316838,5
24.4268833528,6
24.427,5
24.427,4
24.4274037968,5
24.4277543728,6
24.428,5
24.4285848808,6
24.4289376698,7
24.429,6
24.429,5
24.4294527828,6
24.4298014688,7
24.43,6
24.43,5
24.4303535358,6
24.4307038458,7
24.431,6
24.4312343578,7
24.4315925438,8
24.4319192048,9
24.432,8
24.432,7
24.4324267938,8
24.4327730118,9
24.433,8
24.433,7
24.4333039408,8
24.4336446428,9
24.4339627018,10
24.434,9
24.435,8
24.435,7
24.436,6
24.437,5
24.437,4
24.4376606608,5
24.438,4
24.438,3
24.4381991518,4
24.4385547878,5
24.4388817038,6
24.439,5
24.4396861468,6
24.44,5
24.44,4
24.4402208588,5
24.4405669778,6
24.4408840108,7
24.441,6
24.441,5
24.4414269908,6
24.4417783568,7
24.442,6
24.4423647988,7
24.4427223228,8
24.443,7
24.443,6
24.4432342178,7
24.4435837778,8
24.4439081238,9
24.444,8
24.444,7
24.4444545038,8
24.4448048838,9
24.445,8
24.446,7
24.446,6
24.447,5
24.447,4
24.4473085898,5
24.4476854658,6
24.448,5
24.4482205308,6
24.4485719408,7
24.4488933858,8
24.449,7
24.449,6
24.4493810818,7
24.4497222108,8
24.45,7
24.45,6
24.4506143298,7
24.4509628388,8
24.451,7
24.4514996948,8
24.4518511918,9
24.452,8
24.452,7
24.4523873708,8
24.4527326778,9
24.453,8
24.4532602368,9
24.4536039628,10
24.4539259688,11
24.454,10
24.454,9
24.4544464408,10
24.4547897488,11
24.455,10
24.455,9
24.4553027368,10
24.4556443238,11
24.4559643758,12
24.456,11
24.457,10
24.457,9
24.4579521368,10
24.458,9
24.458,8
24.4585488848,9
24.4589066938,10
24.459,9
24.4594362568,10
24.4597853968,11
24.46,10
24.46,9
24.4602883068,10
24.4606426608,11
24.4609661988,12
24.461,11
24.461,10
24.4618756028,11
24.462,10
24.4624261828,11
24.4627746428,12
24.463,11
24.463,10
24.4633030338,11
24.4636468508,12
24.4639678618,13
24.464,12
24.464,11
24.4644421528,12
24.4647850228,13
24.465,12
24.4653081588,13
24.4656497548,14
24.4659684588,15
24.466,14
24.466,13
24.4664191548,14
24.4667595318,15
24.467,14
24.467,13
24.468,12
24.469,11
24.469,10
24.4694024788,11
24.4697735778,12
24.47,11
24.47,10
24.4702947488,11
24.4706441998,12
24.4709663078,13
24.471,12
24.4714793068,13
24.4718218428,14
24.472,13
24.472,12
24.4727025528,13
24.473,12
24.4732446488,13
24.4735901018,14
24.4739077848,15
24.474,14
24.474,13
24.4744601488,14
24.4748173478,15
24.475,14
24.475,13
24.4753585008,14
24.4757149808,15
24.476,14
24.4762623858,15
24.4766180388,16
24.4769459908,17
24.477,16
24.477,15
24.4774186648,16
24.4777752738,17
24.478,16
24.478,15
24.479,14
24.48,13
24.48,12
24.4802875268,13
24.4806583108,14
24.4809870158,15
24.481,14
24.481,13
24.4815180168,14
24.4818774018,15
24.482,14
24.4824620378,15
24.4828339588,16
24.483,15
24.483,14
24.4836544318,15
24.4839961888,16
24.484,15
24.484,14
24.4845275488,15
24.4848696278,16
24.485,15
24.4854091358,16
24.4857575038,17
24.486,16
24.486,15
24.4862695308,16
24.4866165178,17
24.4869363088,18
24.487,17
24.487,16
24.4873937398,17
24.4877356968,18
24.488,17
24.4882734738,18
24.4886133598,19
24.4889306888,20
24.489,19
24.489,18
24.49,17
24.491,16
24.491,15
24.4913633938,16
24.4917335138,17
24.492,16
24.492,15
24.4922427168,16
24.4925934748,17
24.4929136898,18
24.493,17
24.4934233548,18
24.4937694818,19
24.494,18
24.494,17
24.4946740438,18
24.495,17
24.495,16
24.4952518798,17
24.4956364158,18
24.4959636678,19
24.496,18
24.4965327278,19
24.4968793878,20
24.497,19
24.497,18
24.4973885878,19
24.4977392138,20
24.498,19
24.498,18
24.4980025488,19
24.4984945528,20
24.4988278738,21
24.499,20
24.4993619978,21
24.4997063418,22
24.5,21
24.5,20
24.501,19
24.501,18
24.502,17
24.5022213058,18
24.5025931388,19
24.5029238168,20
24.503,19
24.503,18
24.5034275828,19
24.5037803338,20
24.504,19
24.504,18
24.5042975268,19
24.5046408898,20
24.5049609958,21
24.505,20
24.5057739938,21
24.506,20
24.506,19
24.5062978758,20
24.5066472058,21
24.5069661098,22
24.507,21
24.5074467738,22
24.5077910328,23
24.508,22
24.508,21
24.5083325798,22
24.5086801518,23
24.509,22
24.509,21
24.5090015688,22
24.5094625748,23
24.5097879338,24
24.51,23
