SduBuffer:vector ExtClientServerExample.gnb.cellularNic.rlc.UmTxEntity Lcid: 1 (#0 - test-0-20250830-13:43:36-16472),
7.1024244708,46
7.1027951578,47
7.103,46
7.103,45
7.1033381588,46
7.104,45
7.1044590428,46
7.1048106028,47
7.105,46
7.105,45
7.1053512508,46
7.1057209678,47
7.106,46
7.1063312368,47
7.1069292858,48
7.107,47
7.107,46
7.1075590368,47
7.108,46
7.108,45
7.1084726138,46
7.1088444098,47
7.109,46
7.1094189028,47
7.1097858078,48
7.11,47
7.11,46
7.111,45
7.111,44
7.112,43
7.1127640678,44
7.113,43
7.113,42
7.1132914378,43
7.1136672488,44
7.114,43
7.114,42
7.1142048988,43
7.1145509408,44
7.1148708398,45
7.115,44
7.1156037118,45
7.1159571278,46
7.116,45
7.116,44
7.1168417508,45
7.117,44
7.117,43
7.1173943018,44
7.1177459858,45
7.118,44
7.1182809378,45
7.1186291328,46
7.1189572968,47
7.119,46
7.119,45
7.1194724488,46
7.1198222428,47
7.12,46
7.12,45
7.1203763658,46
7.121,45
7.122,44
7.122,43
7.123,42
7.1239496018,43
7.124,42
7.124,41
7.125,40
7.125,39
7.1252082838,40
7.1256008548,41
7.1259400198,42
7.126,41
7.1268120378,42
7.127,41
7.127,40
7.1273682818,41
7.1277355308,42
7.128,41
7.128,40
7.1283396228,41
7.1287387638,42
7.129,41
7.1296699708,42
7.13,41
7.13,40
7.1301958288,41
7.1305587628,42
7.1308923008,43
7.131,42
7.131,41
7.1314482118,42
7.1318128278,43
7.132,42
7.133,41
7.133,40
7.134,39
7.134,38
7.135,37
7.1352188808,38
7.1355899538,39
7.1359318658,40
7.136,39
7.136,38
7.1364542488,39
7.1368448018,40
7.137,39
7.137,38
7.138,37
7.1382820398,38
7.1386388388,39
7.1389618968,40
7.139,39
7.139,38
7.1397490548,39
7.14,38
7.1405142648,39
7.1409176138,40
7.141,39
7.141,38
7.1418804088,39
7.142,38
7.142,37
7.1424338218,38
7.1428076758,39
7.143,38
7.144,37
7.144,36
7.145,35
7.145,34
7.1452964898,35
7.146,34
7.1462384998,35
7.1466026178,36
7.1469385578,37
7.147,36
7.147,35
7.1474602958,36
7.1478237968,37
7.148,36
7.148,35
7.1487316168,36
7.149,35
7.1493104618,36
7.15,35
7.15,34
7.1500023368,35
7.1505874048,36
7.1509375328,37
7.151,36
7.151,35
7.1514955668,36
7.1518565758,37
7.152,36
7.1524261368,37
7.1527833908,38
7.153,37
7.153,36
7.1533196388,37
7.1536825618,38
7.154,37
7.154,36
7.155,35
7.156,34
7.156,33
7.1566598468,34
7.157,33
7.157,32
7.1573482948,33
7.1577580018,34
7.158,33
7.1587128398,34
7.159,33
7.159,32
7.1594940028,33
7.1598570358,34
7.16,33
7.1604178528,34
7.1607803048,35
7.161,34
7.161,33
7.1613685078,34
7.1617373898,35
7.162,34
7.162,33
7.1627031558,34
7.163,33
7.1632539078,34
7.1636148208,35
7.1639486628,36
7.164,35
7.164,34
7.1645452778,35
7.1649073018,36
7.165,35
7.165,34
7.166,33
7.167,32
7.167,31
7.168,30
7.168,29
7.1683092688,30
7.1686777098,31
7.169,30
7.1692167998,31
7.1695771768,32
7.1698991068,33
7.17,32
7.17,31
7.171,30
7.171,29
7.1712391998,30
7.1715944528,31
7.1719255158,32
7.172,31
7.1725364448,32
7.1729154848,33
7.173,32
7.173,31
7.1734984518,32
7.1738729038,33
7.174,32
7.174,31
7.1747863098,32
7.175,31
7.1753534408,32
7.1757162828,33
7.176,32
7.176,31
7.177,30
7.178,29
7.178,28
7.1784187248,29
7.1788136168,30
7.179,29
7.179,28
7.1793448798,29
7.1797075968,30
7.18,29
7.1802731878,30
7.1806763498,31
7.181,30
7.181,29
7.1815284688,30
7.1818898148,31
7.182,30
7.182,29
7.1824474008,30
7.1828087028,31
7.183,30
7.1833881258,31
7.1837410828,32
7.184,31
7.184,30
7.1842550648,31
7.1846129608,32
7.1849379858,33
7.185,32
7.185,31
7.1854578468,32
7.1858038178,33
7.186,32
7.1863411458,33
7.1866854818,34
7.187,33
7.187,32
7.188,31
7.188,30
7.189,29
7.1893080578,30
7.1897274028,31
7.19,30
7.19,29
7.1903551908,30
7.1907328878,31
7.191,30
7.191,29
7.1913058598,30
7.1916714828,31
7.192,30
7.1925864398,31
7.1929578458,32
7.193,31
7.193,30
7.1935016228,31
7.1938648978,32
7.194,31
7.194,30
7.1944432418,31
7.1948044018,32
7.195,31
7.1953644688,32
7.1957248028,33
7.196,32
7.196,31
7.1962993888,32
7.1966950678,33
7.197,32
7.1972539268,33
7.1976100358,34
7.1979400038,35
7.198,34
7.198,33
7.199,32
7.199,31
7.2,30
7.2006778518,31
7.201,30
7.201,29
7.2012521178,30
7.2016182138,31
7.2019574708,32
7.202,31
7.202,30
7.2025385288,31
7.2029115078,32
7.203,31
7.2037691238,32
7.204,31
7.204,30
7.2043238458,31
7.2046854938,32
7.205,31
7.205,30
7.2053042338,31
7.2056956858,32
7.206,31
7.2062927608,32
7.2066705148,33
7.207,32
7.207,31
7.2072628968,32
7.2076340378,33
7.2079717118,34
7.208,33
7.208,32
7.2085434478,33
7.2089086808,34
7.209,33
7.21,32
7.21,31
7.211,30
7.211,29
7.2117773888,30
7.212,29
7.2124245838,30
7.2128025658,31
7.213,30
7.213,29
7.2133270148,30
7.2136862048,31
7.214,30
7.2145556698,31
7.2149173448,32
7.215,31
7.215,30
7.2154765438,31
7.2158408508,32
7.216,31
7.216,30
7.2163871228,31
7.2167370698,32
7.217,31
7.2172733328,32
7.2176425118,33
7.2179776268,34
7.218,33
7.218,32
7.2185072068,33
7.2188799508,34
7.219,33
7.219,32
7.2194457678,33
7.2198115248,34
7.22,33
7.221,32
7.221,31
7.222,30
7.222,29
7.2227548728,30
7.223,29
7.2235466868,30
7.2239537908,31
7.224,30
7.224,29
7.2245309298,30
7.2249173928,31
7.225,30
7.225,29
7.2258082938,30
7.226,29
7.2263830098,30
7.2267491958,31
7.227,30
7.227,29
7.2273161038,30
7.2276773188,31
7.228,30
7.228,29
7.2282723218,30
7.2286773328,31
7.229,30
7.2292427388,31
7.2296065918,32
7.2299468398,33
7.23,32
7.23,31
7.2304879748,32
7.2308463608,33
7.231,32
7.232,31
7.232,30
7.233,29
7.233,28
7.2334953088,29
7.2339163868,30
7.234,29
7.2344685338,30
7.2348380598,31
7.235,30
7.235,29
7.2353539888,30
7.2357240488,31
7.236,30
7.236,29
7.2364843098,30
7.2368477728,31
7.237,30
7.2373997228,31
7.2377579618,32
7.238,31
7.238,30
7.2383138228,31
7.2386771498,32
7.239,31
7.239,30
7.2392325658,31
7.2395896488,32
7.2399241948,33
7.24,32
7.2405069068,33
7.2409087138,34
7.241,33
7.241,32
7.2415104238,33
7.2418880788,34
7.242,33
7.242,32
7.243,31
7.244,30
7.244,29
7.2446170628,30
7.245,29
7.245,28
7.2452096918,29
7.2455805478,30
7.2459175748,31
7.246,30
7.2464514468,31
7.2468111718,32
7.247,31
7.247,30
7.2475713248,31
7.2479414908,32
7.248,31
7.248,30
7.2485545228,31
7.2489248308,32
7.249,31
7.2495049268,32
7.2498627408,33
7.25,32
7.25,31
7.2503902588,32
7.2507501398,33
7.251,32
7.2513236848,33
7.2516931148,34
7.252,33
7.252,32
7.2522749238,33
7.2526511398,34
7.2529811748,35
7.253,34
7.253,33
7.254,32
7.255,31
7.255,30
7.2557743008,31
7.256,30
7.256,29
7.2564200888,30
7.2568070708,31
7.257,30
7.2573514148,31
7.2577164988,32
7.258,31
7.258,30
7.2585800088,31
7.2589519128,32
7.259,31
7.259,30
7.2595035818,31
7.2598785128,32
7.26,31
7.2604638858,32
7.2608295398,33
7.261,32
7.261,31
7.2613646598,32
7.2617214108,33
7.262,32
7.262,31
7.2622616238,32
7.2626226118,33
7.2629449638,34
7.263,33
7.2634796658,34
7.2638248188,35
7.264,34
7.264,33
7.265,32
7.265,31
7.266,30
7.2666661808,31
7.267,30
7.267,29
7.2672392418,30
7.2676073678,31
7.2679455458,32
7.268,31
7.2684816948,32
7.2688419238,33
7.269,32
7.269,31
7.2696747808,32
7.27,31
7.27,30
7.2702036948,31
7.2705555938,32
7.2708906048,33
7.271,32
7.2714639898,33
7.2718340968,34
7.272,33
7.272,32
7.2723609288,33
7.2727153608,34
7.273,33
7.273,32
7.2732944648,33
7.2736585458,34
7.2739932048,35
7.274,34
7.2745678318,35
7.2749405878,36
7.275,35
7.275,34
7.276,33
7.276,32
7.277,31
7.2776154678,32
7.278,31
7.278,30
7.2781840708,31
7.2785554918,32
7.2788935688,33
7.279,32
7.279,31
7.2794203658,32
7.2797950288,33
7.28,32
7.2806239038,33
7.2809987198,34
7.281,33
7.281,32
7.2815449278,33
7.2819140308,34
7.282,33
7.282,32
7.2825453438,33
7.2829093168,34
7.283,33
7.2834702298,34
7.2838460928,35
7.284,34
7.284,33
7.2843835798,34
7.2847394188,35
7.285,34
7.285,33
7.2852832048,34
7.2856287248,35
7.2859500148,36
7.286,35
7.287,34
7.287,33
7.288,32
7.2887306048,33
7.289,32
7.289,31
7.2893298908,32
7.2897066528,33
7.29,32
7.29,31
7.2902746248,32
7.2906426008,33
7.2909783108,34
7.291,33
7.2918600308,34
7.292,33
7.292,32
7.2924452808,33
7.2928116768,34
7.293,33
7.293,32
7.2933868778,33
7.2937548288,34
7.294,33
7.2943068018,34
7.2946681718,35
7.295,34
7.295,33
7.2950014178,34
7.2955524758,35
7.2958832098,36
7.296,35
7.296,34
7.2964472408,35
7.2967997848,36
7.297,35
7.298,34
7.298,33
7.299,32
7.299,31
7.2993916478,32
7.2997801548,33
7.3,32
7.3003439168,33
7.3007090348,34
7.301,33
7.301,32
7.3012263208,33
7.3015861708,34
7.3019097428,35
7.302,34
7.302,33
7.3027418588,34
7.303,33
7.3032919998,34
7.3036444658,35
7.3039779338,36
7.304,35
7.304,34
7.3045313318,35
7.3048862338,36
7.305,35
7.3054180838,36
7.3057632318,37
7.306,36
7.306,35
7.3062969468,36
7.3066580018,37
7.307,36
7.307,35
7.3070025488,36
7.3076123238,37
7.3079546588,38
7.308,37
7.309,36
7.309,35
7.31,34
7.31,33
7.3106518088,34
7.311,33
7.3112522038,34
7.3116207438,35
7.3119586298,36
7.312,35
7.312,34
7.3125208558,35
7.3128900508,36
7.313,35
7.313,34
7.3137618068,35
7.314,34
7.3143532468,35
7.3147203848,36
7.315,35
7.315,34
7.3152804488,35
7.3156443028,36
7.3159767078,37
7.316,36
7.316,35
7.3165520238,36
7.3169028368,37
7.317,36
7.3174296748,37
7.3177734758,38
7.318,37
7.318,36
7.3182864238,37
7.3186305988,38
7.3189505298,39
7.319,38
7.319,37
7.32,36
7.321,35
7.321,34
7.3218429308,35
7.322,34
7.3224910498,35
7.3228753968,36
7.323,35
7.323,34
7.3234670778,35
7.3238388378,36
7.324,35
7.324,34
7.3247382568,35
7.325,34
7.3253147678,35
7.3256811378,36
7.326,35
7.326,34
7.3262498278,35
7.3266125708,36
7.3269466358,37
7.327,36
7.327,35
7.3275090618,36
7.3278771118,37
7.328,36
7.3284554708,37
7.3288135758,38
7.329,37
7.329,36
7.3293526758,37
7.3297138788,38
7.33,37
7.33,36
7.331,35
7.332,34
7.332,33
7.3322697378,34
7.3326538438,35
7.3329970298,36
7.333,35
7.333,34
7.3335353158,35
7.3338931318,36
7.334,35
7.3344082058,36
7.3347588208,37
7.335,36
7.335,35
7.3355694128,36
7.3359100138,37
7.336,36
7.336,35
7.3364486868,36
7.3368013438,37
7.337,36
7.3373683148,37
7.3377168878,38
7.338,37
7.338,36
7.3382313718,37
7.3385795018,38
7.3389019728,39
7.339,38
7.339,37
7.3394457848,38
7.3398014648,39
7.34,38
7.3404257758,39
7.3408298048,40
7.341,39
7.341,38
7.342,37
7.343,36
7.343,35
7.3435429068,36
7.3439365838,37
7.344,36
7.344,35
7.3444834968,36
7.3448485188,37
7.345,36
7.3453840858,37
7.3457494198,38
7.346,37
7.346,36
7.3466124888,37
7.3469733078,38
7.347,37
7.347,36
7.3475251068,37
7.3478924718,38
7.348,37
7.3485060848,38
7.3488741688,39
7.349,38
7.349,37
7.3494170068,38
7.3497796468,39
7.35,38
7.35,37
7.3503205788,38
7.3506763038,39
7.3509987378,40
7.351,39
7.3515275748,40
7.3518780678,41
7.352,40
7.352,39
7.353,38
7.353,37
7.354,36
7.3545560788,37
7.3549565768,38
7.355,37
7.355,36
7.3554936248,37
7.3558584628,38
7.356,37
7.356,36
7.3564327718,37
7.3568139828,38
7.357,37
7.3577386828,38
7.358,37
7.358,36
7.3583149538,37
7.3586816318,38
7.359,37
7.3592704218,38
7.3596471728,39
7.3599848088,40
7.36,39
7.36,38
7.3605647038,39
7.3609256958,40
7.361,39
7.361,38
7.3614680218,39
7.3618265968,40
7.362,39
7.3624504278,40
7.3628286978,41
7.363,40
7.363,39
7.364,38
7.364,37
7.365,36
7.3657835698,37
7.366,36
7.366,35
7.3663750578,36
7.3667495878,37
7.367,36
7.367,35
7.3672980168,36
7.3676583388,37
7.3679942888,38
7.368,37
7.3688833758,38
7.369,37
7.369,36
7.3694291558,37
7.3697899298,38
7.37,37
7.37,36
7.3703613698,37
7.3707353218,38
7.371,37
7.3712914888,38
7.3716549868,39
7.3719829038,40
7.372,39
7.372,38
7.3725033838,39
7.3728627928,40
7.373,39
7.373,38
7.3734237858,39
7.3737990928,40
7.374,39
7.375,38
7.375,37
7.376,36
7.376,35
7.3764666758,36
7.3768484798,37
7.377,36
7.3774033178,37
7.3777771578,38
7.378,37
7.378,36
7.3783071938,37
7.3786744528,38
7.379,37
7.3795663318,38
7.3799361678,39
7.38,38
7.38,37
7.3805378708,38
7.3809238038,39
7.381,38
7.381,37
7.3815375538,38
7.3819029798,39
7.382,38
7.3824638908,39
7.3828225378,40
7.383,39
7.383,38
7.3833473298,39
7.3837050298,40
7.384,39
7.384,38
7.3842928988,39
7.3846819458,40
7.385,39
7.386,38
7.386,37
7.387,36
7.387,35
7.3873496458,36
7.3877377978,37
7.388,36
7.3883010688,37
7.3886670228,38
7.389,37
7.389,36
7.3890025488,37
7.3895455488,38
7.3899153928,39
7.39,38
7.39,37
7.3907038508,38
7.391,37
7.3913102808,38
7.3916771148,39
7.392,38
7.392,37
7.3922680968,38
7.3926401838,39
7.3929775918,40
7.393,39
7.393,38
7.3935283988,39
7.3938837568,40
7.394,39
7.3944027928,40
7.3947482468,41
7.395,40
7.395,39
7.3952657888,40
7.3956230488,41
7.3959488278,42
7.396,41
7.397,40
7.397,39
7.398,38
7.398,37
7.3986078328,38
7.3989951648,39
7.399,38
7.3995399508,39
7.3999016238,40
7.4,39
7.4,38
7.4004391068,39
7.4007990128,40
7.401,39
7.401,38
7.4016802138,39
7.402,38
7.4023159458,39
7.4026868058,40
7.403,39
7.403,38
7.4032509448,39
7.4036148298,40
7.4039488458,41
7.404,40
7.404,39
7.4045186528,40
7.4048859148,41
7.405,40
7.4054339068,41
7.4057963698,42
7.406,41
7.406,40
7.4063533328,41
7.4067198378,42
7.407,41
7.407,40
7.408,39
7.409,38
7.409,37
7.4096270378,38
7.41,37
7.41,36
7.4102263368,37
7.4105984558,38
7.4109335068,39
7.411,38
7.4114677838,39
7.4118303358,40
7.412,39
7.412,38
7.4127278758,39
7.413,38
7.413,37
7.4133144678,38
7.4136822938,39
7.414,38
7.4142620468,39
7.4146220428,40
7.4149594758,41
7.415,40
7.415,39
7.4154983448,40
7.4158593488,41
7.416,40
7.4164176518,41
7.4167814608,42
7.417,41
7.417,40
7.4173415418,41
7.4177119198,42
7.418,41
7.418,40
7.419,39
7.42,38
7.42,37
7.4202818608,38
7.4206682218,39
7.421,38
7.421,37
7.4212141278,38
7.4215755228,39
7.422,38
7.4224400588,39
7.4228030548,40
7.423,39
7.423,38
7.4236434588,39
7.424,38
7.424,37
7.4242345178,38
7.4245995598,39
7.4249363858,40
7.425,39
7.4255078408,40
7.4258694228,41
7.426,40
7.426,39
7.4267322588,40
7.427,39
7.427,38
7.4272506238,39
7.4276024328,40
7.4279271068,41
7.428,40
7.4284708148,41
7.4288181968,42
7.429,41
7.429,40
7.43,39
7.43,38
7.431,37
7.4318052308,38
7.432,37
7.432,36
7.4323499628,37
7.4327166808,38
7.433,37
7.4332602308,38
7.4336292018,39
7.4339622398,40
7.434,39
7.434,38
7.435,37
7.435,36
7.4352829568,37
7.4356464078,38
7.4359781818,39
7.436,38
7.4366216278,39
7.437,38
7.437,37
7.4372055658,38
7.4375779598,39
7.4379160168,40
7.438,39
7.438,38
7.4388185958,39
7.439,38
7.4393575778,39
7.4397045168,40
7.44,39
7.44,38
7.441,37
7.441,36
7.442,35
7.443,34
7.443,33
7.444,32
7.444,31
7.4445277048,32
7.445,31
7.446,30
7.446,29
7.447,28
7.447,27
7.448,26
7.4484121688,27
7.449,26
7.449,25
7.4492841568,26
7.4497440398,27
7.45,26
7.4504044528,27
7.451,26
7.451,25
7.452,24
7.452,23
7.453,22
7.4536345078,23
7.454,22
7.454,21
7.4542107298,22
7.4545793528,23
7.455,22
7.455,21
7.4554550378,22
7.4558134338,23
7.456,22
7.4567253698,23
7.457,22
7.457,21
7.4572750578,22
7.4576359918,23
7.4579686918,24
7.458,23
7.458,22
7.4585405628,23
7.4588914468,24
7.459,23
7.4597686728,24
7.46,23
7.46,22
7.4602773608,23
7.4606197778,24
7.4609390778,25
7.461,24
7.461,23
7.4614741108,24
7.4618274868,25
7.462,24
7.463,23
7.463,22
7.4633325978,23
7.4637085968,24
7.464,23
7.464,22
7.4642727298,23
7.4646416638,24
7.4649762388,25
7.465,24
7.4655142198,25
7.4658720908,26
7.466,25
7.466,24
7.4663765238,25
7.4667243368,26
7.467,25
7.467,24
7.4674544528,25
7.4677934328,26
7.468,25
7.4683293638,26
7.4686770348,27
7.4689951258,28
7.469,27
7.469,26
7.4695374058,27
7.4698868288,28
7.47,27
7.4704274078,28
7.4707770628,29
7.471,28
7.471,27
7.4713032248,28
7.4716542488,29
7.4719789058,30
7.472,29
7.472,28
7.4725221788,29
7.4728663238,30
7.473,29
7.474,28
7.474,27
7.475,26
7.475,25
7.4755850608,26
7.4759574848,27
7.476,26
7.4764941118,27
7.4768499078,28
7.477,27
7.477,26
7.4773609848,27
7.4777103428,28
7.478,27
7.478,26
7.4785481808,27
7.4789050918,28
7.479,27
7.4794488668,28
7.4797991538,29
7.48,28
7.48,27
7.4803465088,28
7.4806968878,29
7.481,28
7.481,27
7.4812418648,28
7.4815955108,29
7.4819207728,30
7.482,29
7.4825031708,30
7.4828638838,31
7.483,30
7.483,29
7.4834278408,30
7.4838091218,31
7.484,30
7.484,29
7.485,28
7.486,27
7.486,26
7.487,25
7.4874063938,26
7.4878810258,27
7.488,26
7.488,25
7.4885068168,26
7.4889030598,27
7.489,26
7.489,25
7.4896913308,26
7.49,25
7.4902805338,26
7.4906538598,27
7.4909866188,28
7.491,27
7.491,26
7.4915437878,27
7.4919178838,28
7.492,27
7.492,26
7.4925071438,27
7.4928714628,28
7.493,27
7.4934152678,28
7.4937729418,29
7.494,28
7.494,27
7.4943103738,28
7.4946752168,29
7.495,28
7.495,27
7.496,26
7.497,25
7.497,24
7.4975823548,25
7.4979973728,26
7.498,25
7.498,24
7.4985538128,25
7.4989257018,26
7.499,25
7.4994691928,26
7.4998360888,27
7.5,26
7.5,25
7.5007121268,26
7.501,25
7.501,24
7.5012914578,25
7.5016531768,26
7.5019853228,27
7.502,26
7.5025544558,27
7.5029204258,28
7.503,27
7.503,26
7.5034703038,27
7.5038378678,28
7.504,27
7.504,26
7.5044102058,27
7.5047662378,28
7.505,27
7.5053202158,28
7.5056731118,29
7.5059936048,30
7.506,29
7.506,28
7.507,27
7.508,26
7.508,25
7.5083439468,26
7.5087211918,27
7.509,26
7.509,25
7.5092488038,26
7.5096160148,27
7.5099536268,28
7.51,27
7.5104679358,28
7.5108252648,29
7.511,28
7.511,27
7.5116321658,28
7.5119792958,29
7.512,28
7.512,27
7.5125261808,28
7.5128747238,29
7.513,28
7.5134334068,29
7.5137949058,30
7.514,29
7.514,28
7.5143164268,29
7.5146686678,30
7.5149931028,31
7.515,30
7.515,29
7.5157278708,30
7.516,29
7.5163845978,30
7.5167712558,31
7.517,30
7.517,29
7.518,28
7.518,27
7.519,26
7.5196453408,27
7.52,26
7.52,25
7.5202306788,26
7.5206024708,27
7.5209386548,28
7.521,27
7.521,26
7.5214772828,27
7.5218396698,28
7.522,27
7.5227241188,28
7.523,27
7.523,26
7.5233167298,27
7.5236758498,28
7.524,27
7.5242633618,28
7.5246320778,29
7.5249701858,30
7.525,29
7.525,28
7.5255309978,29
7.5258798778,30
7.526,29
7.526,28
7.5263837358,29
7.5267364288,30
7.527,29
7.5272802148,30
7.5276267138,31
7.5279503328,32
7.528,31
7.528,30
7.529,29
7.529,28
7.53,27
7.5305310358,28
7.5309092888,29
7.531,28
7.531,27
7.5314441638,28
7.5318005848,29
7.532,28
7.532,27
7.5323189298,28
7.5326636548,29
7.5329828378,30
7.533,29
7.5337098038,30
7.534,29
7.534,28
7.5342328948,29
7.5345869628,30
7.5349220838,31
7.535,30
7.535,29
7.5354933228,30
7.5358453168,31
7.536,30
7.5363830988,31
7.5367267288,32
7.537,31
7.537,30
7.5372255758,31
7.5375665658,32
7.5378850208,33
7.538,32
7.538,31
7.5384241238,32
7.5387782968,33
7.539,32
7.54,31
7.54,30
7.541,29
7.5415471188,30
7.5419328268,31
7.542,30
7.542,29
7.5424612008,30
7.5428168248,31
7.543,30
7.543,29
7.5433137748,30
7.5436629308,31
7.5439896258,32
7.544,31
7.5448344478,32
7.545,31
7.545,30
7.5453827978,31
7.5457361978,32
7.546,31
7.546,30
7.5462929718,31
7.5466548738,32
7.5469825298,33
7.547,32
7.5475268548,33
7.5478784008,34
7.548,33
7.548,32
7.5483962558,33
7.5487457128,34
7.549,33
7.549,32
7.5492862308,33
7.5496472428,34
7.5499719718,35
7.55,34
7.551,33
7.551,32
7.552,31
7.552,30
7.5527375608,31
7.553,30
7.5533229618,31
7.5536937778,32
7.554,31
7.554,30
7.5542047268,31
7.5545559108,32
7.5548810188,33
7.555,32
7.555,31
7.5557016498,32
7.556,31
7.5562603708,32
7.5566168468,33
7.5569385078,34
7.557,33
7.557,32
7.5574745198,33
7.5578279258,34
7.558,33
7.558,32
7.5583700208,33
7.5587198068,34
7.559,33
7.5592444338,34
7.5595949038,35
7.5599209968,36
7.56,35
7.56,34
7.5604654238,35
7.5608142708,36
7.561,35
7.562,34
7.562,33
7.563,32
7.563,31
7.5636923888,32
7.564,31
7.5642744328,32
7.5646350238,33
7.5649602428,34
7.565,33
7.565,32
7.5654573488,33
7.5658070638,34
7.566,33
7.566,32
7.5666522368,33
7.567,32
7.5672285308,33
7.5675903188,34
7.5679195398,35
7.568,34
7.568,33
7.5684556088,34
7.5688038598,35
7.569,34
7.569,33
7.5693404838,34
7.5696872918,35
7.57,34
7.5702093128,35
7.5705512858,36
7.5708691938,37
7.571,36
7.571,35
7.5713857488,36
7.5717297138,37
7.572,36
7.572,35
7.573,34
7.574,33
7.574,32
7.5743713768,33
7.5747714098,34
7.575,33
7.575,32
7.5753303198,33
7.5756892218,34
7.576,33
7.5762013258,34
7.5765614508,35
7.5768862078,36
7.577,35
7.577,34
7.5776914658,35
7.578,34
7.5782389558,35
7.5785865008,36
7.5789083658,37
7.579,36
7.579,35
7.5794615588,36
7.5798112598,37
7.58,36
7.58,35
7.5803398928,36
7.5806876888,37
7.581,36
7.5812109268,37
7.5815584328,38
7.5818822548,39
7.582,38
7.582,37
7.5824022948,38
7.5827493938,39
7.583,38
7.583,37
7.584,36
7.585,35
7.585,34
7.5855875328,35
7.5859985898,36
7.586,35
7.586,34
7.5865442668,35
7.5869135898,36
7.587,35
7.5874472188,36
7.5878301358,37
7.588,36
7.588,35
7.5886223408,36
7.5889792448,37
7.589,36
7.589,35
7.5895380978,36
7.5898983588,37
7.59,36
7.5904759048,37
7.5908390168,38
7.591,37
7.591,36
7.5913690088,37
7.5917285178,38
7.592,37
7.592,36
7.5922711998,37
7.5926437768,38
7.5929762158,39
7.593,38
7.5935286328,39
7.5938879048,40
7.594,39
7.594,38
7.595,37
7.595,36
7.596,35
7.5966446918,36
7.597,35
7.597,34
7.5972118828,35
7.5975825258,36
7.5979182138,37
7.598,36
7.5984482968,37
7.5988074298,38
7.599,37
7.599,36
7.5996492638,37
7.6,36
7.6,35
7.6002280418,36
7.6005968518,37
7.6009329028,38
7.601,37
7.6015161808,38
7.6018818968,39
7.602,38
7.602,37
7.6024711308,38
7.6028493948,39
7.603,38
7.603,37
7.6034046618,38
7.6037641698,39
7.604,38
7.6043115278,39
7.6046594098,40
7.6049815228,41
7.605,40
7.605,39
7.606,38
7.606,37
7.607,36
7.6077232828,37
7.608,36
7.608,35
7.6083021628,36
7.6086724958,37
7.609,36
7.609,35
7.6092054438,36
7.6095667618,37
7.6098884128,38
7.61,37
7.6107025468,38
7.611,37
7.611,36
7.6112426368,37
7.6115972938,38
7.6119259038,39
7.612,38
7.612,37
7.6125054158,38
7.6128595788,39
7.613,38
7.6133904448,39
7.6137468038,40
7.614,39
7.614,38
7.6142767958,39
7.6146382518,40
7.6149606628,41
7.615,40
7.6154927428,41
7.6158364218,42
7.616,41
7.616,40
7.617,39
7.617,38
7.618,37
7.6183655888,38
7.6187389878,39
7.619,38
7.619,37
7.6192561808,38
7.6196063548,39
7.6199289938,40
7.62,39
7.62,38
7.6204538138,39
7.6208122628,40
7.621,39
7.6215495558,40
7.6218989178,41
7.622,40
7.622,39
7.6224172868,40
7.6227771728,41
7.623,40
7.623,39
7.6233394328,40
7.6237190148,41
7.624,40
7.6242952088,41
7.6246845398,42
7.625,41
7.625,40
7.6252140998,41
7.6255704338,42
7.6258944378,43
7.626,42
7.626,41
7.6264481088,42
7.6268070568,43
7.627,42
7.628,41
7.628,40
7.629,39
7.629,38
7.6295713108,39
7.6299446988,40
7.63,39
7.6304722198,40
7.6308285318,41
7.631,40
7.631,39
7.6313365788,40
7.6316900178,41
7.632,40
7.6325324598,41
7.6329001488,42
7.633,41
7.633,40
7.6334499238,41
7.6338103138,42
7.634,41
7.634,40
7.6343863268,41
7.6347388278,42
7.635,41
7.6352675108,42
7.6356107618,43
7.6359322728,44
7.636,43
7.636,42
7.6364327158,43
7.6367763188,44
7.637,43
7.637,42
7.6373133478,43
7.6376581158,44
7.6379803308,45
7.638,44
7.639,43
7.639,42
7.64,41
7.64,40
7.6407140608,41
7.641,40
7.6413011018,41
7.6416654728,42
7.6419952418,43
7.642,42
7.642,41
7.6425514678,42
7.6429275558,43
7.643,42
7.643,41
7.6437170298,42
7.644,41
7.6442944168,42
7.6446538078,43
7.6449828298,44
7.645,43
7.645,42
7.6455147668,43
7.6458645488,44
7.646,43
7.646,42
7.6464061288,43
7.6467563578,44
7.647,43
7.6472833528,44
7.6476391268,45
7.6479655468,46
7.648,45
7.648,44
7.6485074678,45
7.6488621208,46
7.649,45
7.649,44
7.65,43
7.651,42
7.651,41
7.6517673048,42
7.652,41
7.6523322568,42
7.6526878078,43
7.653,42
7.653,41
7.6532135708,42
7.6535712028,43
7.6538984678,44
7.654,43
7.654,42
7.6547046198,43
7.655,42
7.6552577488,43
7.6556120248,44
7.6559343598,45
7.656,44
7.656,43
7.6564930688,44
7.6568466728,45
7.657,44
7.657,43
7.6573841948,44
7.6577314228,45
7.658,44
7.6582513208,45
7.6585948648,46
7.6589166568,47
7.659,46
7.659,45
7.6594291988,46
7.6597780718,47
7.66,46
7.66,45
7.661,44
7.662,43
7.662,42
7.6623521188,43
7.6627429588,44
7.663,43
7.663,42
7.6632932378,43
7.6636655218,44
7.6639960188,45
7.664,44
7.6645427468,45
7.6649063208,46
7.665,45
7.665,44
7.6657156208,45
7.666,44
