SduBuffer:vector ExtClientServerExample.gnb.cellularNic.rlc.UmTxEntity Lcid: 1 (#0 - test-0-20250824-22:30:48-60671),
35.908,2805
35.9084391658,2806
35.9088003268,2807
35.909,2806
35.909,2805
35.9093279528,2806
35.9096243488,2807
35.91,2806
35.9103896898,2807
35.911,2806
35.911,2805
35.912,2804
35.912,2803
35.9124134648,2804
35.9127872098,2805
35.913,2804
35.9133710698,2805
35.9137345538,2806
35.914,2805
35.914,2804
35.9141976358,2805
35.9145598588,2806
35.9148289138,2807
35.915,2806
35.915,2805
35.9152994288,2806
35.9156597148,2807
35.916,2806
35.9166125848,2807
35.917,2806
35.917,2805
35.9174676298,2806
35.9178269918,2807
35.918,2806
35.918,2805
35.9183373798,2806
35.9186971108,2807
35.919,2806
35.9194634608,2807
35.92,2806
35.92,2805
35.9202882628,2806
35.9206482338,2807
35.921,2806
35.921,2805
35.9214292538,2806
35.9217935118,2807
35.922,2806
35.923,2805
35.923,2804
35.9235314858,2805
35.9239201648,2806
35.924,2805
35.924,2804
35.9244918688,2805
35.9248621768,2806
35.925,2805
35.9253566838,2806
35.9257151578,2807
35.926,2806
35.926,2805
35.9264393448,2806
35.9268023498,2807
35.927,2806
35.9276034628,2807
35.928,2806
35.928,2805
35.9284743118,2806
35.9288467648,2807
35.929,2806
35.929,2805
35.9294160698,2806
35.9297170988,2807
35.93,2806
35.9304729298,2807
35.931,2806
35.931,2805
35.9312953748,2806
35.9316552948,2807
35.932,2806
35.932,2805
35.9324217728,2806
35.9327833148,2807
35.933,2806
35.934,2805
35.934,2804
35.9344801778,2805
35.9348632228,2806
35.935,2805
35.935,2804
35.9354383898,2805
35.9358023358,2806
35.936,2805
35.9362866468,2806
35.9366429418,2807
35.937,2806
35.937,2805
35.9373723628,2806
35.9377174678,2807
35.938,2806
35.938,2805
35.9387567728,2806
35.939,2805
35.9393501438,2806
35.9397162568,2807
35.94,2806
35.94,2805
35.9404908708,2806
35.9407895888,2807
35.941,2806
35.941,2805
35.9413013938,2806
35.9416593218,2807
35.942,2806
35.9424168088,2807
35.943,2806
35.943,2805
35.9433174548,2806
35.9436222348,2807
35.944,2806
35.945,2805
35.945,2804
35.9457198438,2805
35.946,2804
35.946,2803
35.9463137578,2804
35.9466835718,2805
35.947,2804
35.9472334608,2805
35.9475958128,2806
35.9478691728,2807
35.948,2806
35.948,2805
35.9483314248,2806
35.9486920268,2807
35.949,2806
35.949,2805
35.9497688438,2806
35.95,2805
35.9503443068,2806
35.9506549848,2807
35.951,2806
35.951,2805
35.9514736638,2806
35.9517748558,2807
35.952,2806
35.952,2805
35.9522649728,2806
35.9526281428,2807
35.953,2806
35.9533905708,2807
35.954,2806
35.954,2805
35.9544302588,2806
35.9547915048,2807
35.955,2806
35.955,2805
35.956,2804
35.9562900058,2805
35.9566732198,2806
35.957,2805
35.957,2804
35.9572391148,2805
35.9576069328,2806
35.9578851248,2807
35.958,2806
35.958,2805
35.9583931198,2806
35.9587537788,2807
35.959,2806
35.9592446888,2807
35.96,2806
35.96,2805
35.9607189748,2806
35.961,2805
35.9612943748,2806
35.9616795088,2807
35.962,2806
35.962,2805
35.9626699048,2806
35.963,2805
35.963,2804
35.9633015388,2805
35.9636205768,2806
35.9639687028,2807
35.964,2806
35.9644696418,2807
35.965,2806
35.965,2805
35.9653932468,2806
35.9658913808,2807
35.966,2806
35.966,2805
35.967,2804
35.9677877968,2805
35.968,2804
35.968,2803
35.9684703618,2804
35.9688644148,2805
35.969,2804
35.969,2803
35.9694590548,2804
35.9697685678,2805
35.97,2804
35.9702636418,2805
35.9706287088,2806
35.9709019678,2807
35.971,2806
35.971,2805
35.9717140248,2806
35.972,2805
35.972,2804
35.9723155458,2805
35.9726849538,2806
35.9729557108,2807
35.973,2806
35.9735079778,2807
35.974,2806
35.974,2805
35.9743590898,2806
35.9747172258,2807
35.975,2806
35.975,2805
35.9754816288,2806
35.9758398628,2807
35.976,2806
35.9763422628,2807
35.977,2806
35.977,2805
35.978,2804
35.978,2803
35.9788230598,2804
35.979,2803
35.9795950088,2804
35.98,2803
35.98,2802
35.9802122998,2803
35.9805333728,2804
35.9808855298,2805
35.981,2804
35.9813860398,2805
35.9816897748,2806
35.9819833168,2807
35.982,2806
35.982,2805
35.9827098728,2806
35.983,2805
35.983,2804
35.9832690188,2805
35.9836265458,2806
35.9838973358,2807
35.984,2806
35.9844271228,2807
35.985,2806
35.985,2805
35.9852908278,2806
35.9856554498,2807
35.986,2806
35.986,2805
35.9864444738,2806
35.9868494298,2807
35.987,2806
35.9875131698,2807
35.988,2806
35.988,2805
35.989,2804
35.989,2803
35.99,2802
35.991,2801
35.991,2800
35.9914480718,2801
35.992,2800
35.992,2799
35.9928451428,2800
35.993,2799
35.994,2798
35.994,2797
35.9948107798,2798
35.995,2797
35.995,2796
35.9958054078,2797
35.996,2796
35.9965898098,2797
35.997,2796
35.997,2795
35.9972476338,2796
35.9976318778,2797
35.9979720538,2798
35.998,2797
35.9984746968,2798
35.9988352028,2799
35.999,2798
35.999,2797
36,2796
36,2795
36.0003684748,2796
36.0007559708,2797
36.001,2796
36.0013518928,2797
36.0017196858,2798
36.0019909658,2799
36.002,2798
36.002,2797
36.0025113968,2798
36.0028743938,2799
36.003,2798
36.003,2797
36.0033603288,2798
36.0037196888,2799
36.0039922768,2800
36.004,2799
36.0048031548,2800
36.005,2799
36.005,2798
36.0053643268,2799
36.0056719358,2800
36.006,2799
36.006,2798
36.0062488008,2799
36.0065510378,2800
36.0068211088,2801
36.007,2800
36.0073152538,2801
36.0076853608,2802
36.0079551268,2803
36.008,2802
36.008,2801
36.0084178638,2802
36.0087786368,2803
36.009,2802
36.009,2801
36.0092805308,2802
36.0096372178,2803
36.0099062198,2804
36.01,2803
36.011,2802
36.011,2801
36.0114189538,2802
36.0118094838,2803
36.012,2802
36.012,2801
36.0123838958,2802
36.0126853098,2803
36.0129696148,2804
36.013,2803
36.0134615688,2804
36.0138220108,2805
36.014,2804
36.014,2803
36.0142807578,2804
36.0146804108,2805
36.015,2804
36.015,2803
36.0157589788,2804
36.016,2803
36.0164436658,2804
36.0168511748,2805
36.017,2804
36.017,2803
36.0174647408,2804
36.0177683318,2805
36.018,2804
36.0182664488,2805
36.0186228108,2806
36.0188976928,2807
36.019,2806
36.019,2805
36.0193844338,2806
36.0197502498,2807
36.02,2806
36.02,2805
36.0202276878,2806
36.0205255178,2807
36.021,2806
36.022,2805
36.022,2804
36.0223206748,2805
36.0227098988,2806
36.023,2805
36.023,2804
36.0232741438,2805
36.0235749988,2806
36.0238441308,2807
36.024,2806
36.0243251838,2807
36.025,2806
36.025,2805
36.0254538618,2806
36.0258132358,2807
36.026,2806
36.026,2805
36.0266028898,2806
36.0269599928,2807
36.027,2806
36.0274647998,2807
36.028,2806
36.028,2805
36.0283289268,2806
36.0286967438,2807
36.029,2806
36.029,2805
36.0294909508,2806
36.0298455838,2807
36.03,2806
36.0303324908,2807
36.031,2806
36.031,2805
36.0312346428,2806
36.0315310998,2807
36.032,2806
36.032,2805
36.033,2804
36.0333039338,2805
36.0336771588,2806
36.034,2805
36.034,2804
36.0342128268,2805
36.0345738698,2806
36.0348415938,2807
36.035,2806
36.0353153588,2807
36.036,2806
36.036,2805
36.0364269868,2806
36.0367868078,2807
36.037,2806
36.037,2805
36.0374652678,2806
36.0378178548,2807
36.038,2806
36.0383018778,2807
36.039,2806
36.039,2805
36.0394136778,2806
36.0397783208,2807
36.04,2806
36.04,2805
36.0402767108,2806
36.0406360728,2807
36.041,2806
36.0414031478,2807
36.042,2806
36.042,2805
36.0422888528,2806
36.0426479968,2807
36.043,2806
36.043,2805
36.044,2804
36.0446408908,2805
36.045,2804
36.045,2803
36.0452297588,2804
36.0455952398,2805
36.0459284488,2806
36.046,2805
36.046,2804
36.0464007368,2805
36.0466991498,2806
36.0469702498,2807
36.047,2806
36.0474457938,2807
36.048,2806
36.048,2805
36.0485926778,2806
36.0489467728,2807
36.049,2806
36.049,2805
36.0494481618,2806
36.0498146508,2807
36.05,2806
36.0503210038,2807
36.051,2806
36.051,2805
36.0514184268,2806
36.0517762328,2807
36.052,2806
36.0522540018,2807
36.053,2806
36.053,2805
36.0533831768,2806
36.0537381638,2807
36.054,2806
36.054,2805
36.055,2804
36.0554773418,2805
36.0558671288,2806
36.056,2805
36.056,2804
36.0563586238,2805
36.0567242948,2806
36.057,2805
36.057,2804
36.0572227498,2805
36.0575886378,2806
36.0578579648,2807
36.058,2806
36.0583344438,2807
36.059,2806
36.059,2805
36.0597441918,2806
36.06,2805
36.06,2804
36.0603172118,2805
36.0606828718,2806
36.0609499728,2807
36.061,2806
36.0614699198,2807
36.062,2806
36.062,2805
36.0622933338,2806
36.0626566958,2807
36.063,2806
36.063,2805
36.0634026658,2806
36.0637612308,2807
36.064,2806
36.0642508638,2807
36.065,2806
36.065,2805
36.066,2804
36.066,2803
36.0665658138,2804
36.0669544448,2805
36.067,2804
36.0675241278,2805
36.0678881408,2806
36.068,2805
36.068,2804
36.0683509258,2805
36.0687350758,2806
36.069,2805
36.069,2804
36.0692188058,2805
36.0695789988,2806
36.0698500348,2807
36.07,2806
36.0705416358,2807
36.071,2806
36.071,2805
36.0713641478,2806
36.0717268928,2807
36.072,2806
36.0724909628,2807
36.073,2806
36.073,2805
36.0733155258,2806
36.0736618828,2807
36.074,2806
36.074,2805
36.0744161908,2806
36.0746996978,2807
36.075,2806
36.0754359228,2807
36.076,2806
36.076,2805
36.077,2804
36.077,2803
36.0774197128,2804
36.0777916938,2805
36.078,2804
36.0783546998,2805
36.0787264518,2806
36.0789973978,2807
36.079,2806
36.079,2805
36.0795138328,2806
36.08,2805
36.08,2804
36.0804574318,2805
36.081,2804
36.0818218458,2805
36.082,2804
36.082,2803
36.0825559408,2804
36.083,2803
36.083,2802
36.0836278498,2803
36.084,2802
36.0846723708,2803
36.085,2802
36.085,2801
36.0856260048,2802
36.086,2801
36.086,2800
36.0865812838,2801
36.087,2800
36.088,2799
36.088,2798
36.089,2797
36.09,2796
36.09,2795
36.0902875918,2796
36.091,2795
36.091,2794
36.0916742478,2795
36.092,2794
36.093,2793
36.093,2792
36.0938955898,2793
36.094,2792
36.094,2791
36.095,2790
36.0955009228,2791
36.096,2790
36.096,2789
36.0965239998,2790
36.097,2789
36.097,2788
36.0975238608,2789
36.098,2788
36.099,2787
36.099,2786
36.1,2785
36.1,2784
36.1006959148,2785
36.101,2784
36.1014122518,2785
36.1018139188,2786
36.102,2785
36.102,2784
36.1023647848,2785
36.1027376008,2786
36.103,2785
36.103,2784
36.1036310208,2785
36.104,2784
36.1040025488,2785
36.1045506868,2786
36.1048990378,2787
36.105,2786
36.105,2785
36.1054863088,2786
36.1057972258,2787
36.106,2786
36.106,2785
36.1063049748,2786
36.1066704418,2787
36.1069409128,2788
36.107,2787
36.1074330818,2788
36.108,2787
36.108,2786
36.109,2785
36.1098280058,2786
36.11,2785
36.11,2784
36.1104019798,2785
36.1107787778,2786
36.111,2785
36.111,2784
36.1113229218,2785
36.112,2784
36.113,2783
36.113,2782
36.114,2781
36.114,2780
36.1146043578,2781
36.115,2780
36.116,2779
36.116,2778
36.117,2777
36.117,2776
36.118,2775
36.119,2774
36.119,2773
36.12,2772
36.12,2771
36.121,2770
36.122,2769
36.122,2768
36.123,2767
36.123,2766
36.1236195228,2767
36.124,2766
36.1248509048,2767
36.125,2766
36.125,2765
36.126,2764
36.127,2763
36.127,2762
36.1274912368,2763
36.128,2762
36.128,2761
36.1284644128,2762
36.1289580308,2763
36.129,2762
36.1298017078,2763
36.13,2762
36.13,2761
36.1305533278,2762
36.1309494928,2763
36.131,2762
36.131,2761
36.132,2760
36.1326274568,2761
36.133,2760
36.133,2759
36.1332510348,2760
36.1336371888,2761
36.1339814348,2762
36.134,2761
36.134,2760
36.1344620498,2761
36.1347707618,2762
36.135,2761
36.1352528908,2762
36.1356256158,2763
36.1358986688,2764
36.136,2763
36.136,2762
36.1366802418,2763
36.1369859198,2764
36.137,2763
36.137,2762
36.1374977278,2763
36.138,2762
36.139,2761
36.139,2760
36.14,2759
36.14,2758
36.141,2757
36.142,2756
36.142,2755
36.1428590068,2756
36.143,2755
36.1434305228,2756
36.1438083398,2757
36.144,2756
36.144,2755
36.1443053658,2756
36.1446792248,2757
36.1449578708,2758
36.145,2757
36.145,2756
36.146,2755
36.147,2754
36.147,2753
36.1476990628,2754
36.148,2753
36.148,2752
36.1482258878,2753
36.149,2752
36.15,2751
36.15,2750
36.151,2749
36.151,2748
36.152,2747
36.153,2746
36.153,2745
36.154,2744
36.154,2743
36.1545559888,2744
36.1549479118,2745
36.155,2744
36.1554564478,2745
36.1558272578,2746
36.156,2745
36.156,2744
36.1563042228,2745
36.1566661038,2746
36.1569376548,2747
36.157,2746
36.157,2745
36.1574341298,2746
36.1577947268,2747
36.158,2746
36.1584843868,2747
36.159,2746
36.159,2745
36.16,2744
36.16,2743
36.161,2742
36.162,2741
36.162,2740
36.163,2739
36.164,2738
36.164,2737
36.165,2736
36.165,2735
36.1654997338,2736
36.1658904988,2737
36.166,2736
36.1664614558,2737
36.1668288028,2738
36.167,2737
36.167,2736
36.1672903338,2737
36.1676593248,2738
36.1679320268,2739
36.168,2738
36.168,2737
36.1684080468,2738
36.169,2737
36.1695921568,2738
36.17,2737
36.17,2736
36.171,2735
36.171,2734
36.172,2733
36.173,2732
36.173,2731
36.174,2730
36.174,2729
36.175,2728
36.176,2727
36.176,2726
36.1764777598,2727
36.1768672578,2728
36.177,2727
36.177,2726
36.1774625378,2727
36.1778296828,2728
36.178,2727
36.1783138568,2728
36.1786718588,2729
36.1789422638,2730
36.179,2729
36.179,2728
36.1793991808,2729
36.18,2728
36.1806080028,2729
36.181,2728
36.181,2727
36.182,2726
36.182,2725
36.183,2724
36.184,2723
36.184,2722
36.185,2721
36.185,2720
36.186,2719
36.187,2718
36.187,2717
36.1874405958,2718
36.1878238048,2719
36.188,2718
36.188,2717
36.1883271618,2718
36.1886927098,2719
36.1889705478,2720
36.189,2719
36.1894584538,2720
36.1898207368,2721
36.19,2720
36.19,2719
36.191,2718
36.191,2717
36.1916456658,2718
36.192,2717
36.193,2716
36.193,2715
36.194,2714
36.194,2713
36.195,2712
36.196,2711
36.196,2710
36.197,2709
36.197,2708
36.198,2707
36.1986616068,2708
36.199,2707
36.199,2706
36.1992472348,2707
36.1996221428,2708
36.1999649878,2709
36.2,2708
36.2004523918,2709
36.2007533278,2710
36.201,2709
36.201,2708
36.2012580458,2709
36.2016204438,2710
36.2018890248,2711
36.202,2710
36.202,2709
36.2027037318,2710
36.203,2709
36.2032855998,2710
36.204,2709
36.204,2708
36.205,2707
36.205,2706
36.206,2705
36.207,2704
36.207,2703
36.208,2702
36.208,2701
36.209,2700
36.2092999278,2701
36.2096913478,2702
36.21,2701
36.21,2700
36.2102277288,2701
36.2105313138,2702
36.2108094508,2703
36.211,2702
36.211,2701
36.2113051068,2702
36.2116751468,2703
36.212,2702
36.213,2701
36.213,2700
36.2135419728,2701
36.2138977298,2702
36.214,2701
36.214,2700
36.215,2699
36.216,2698
36.216,2697
36.217,2696
36.218,2695
36.218,2694
36.219,2693
36.219,2692
36.22,2691
36.2202871828,2692
36.2206714758,2693
36.221,2692
36.221,2691
36.2212181598,2692
36.2215276488,2693
36.2218034898,2694
36.222,2693
36.222,2692
36.2222797718,2693
36.2226430888,2694
36.223,2693
36.224,2692
36.224,2691
36.2246019208,2692
36.2249119528,2693
36.225,2692
36.225,2691
36.226,2690
36.227,2689
36.227,2688
36.228,2687
36.228,2686
36.229,2685
36.23,2684
36.23,2683
36.231,2682
36.231,2681
36.2316898908,2682
36.232,2681
36.2324392358,2682
36.2329064248,2683
36.233,2682
36.233,2681
36.2335838938,2682
36.2339577268,2683
36.234,2682
36.2345510548,2683
36.235,2682
36.235,2681
36.2350021578,2682
36.236,2681
36.236,2680
36.2360025488,2681
36.2367085958,2682
36.237,2681
36.238,2680
36.238,2679
36.239,2678
36.239,2677
36.24,2676
36.241,2675
36.241,2674
36.242,2673
36.242,2672
36.2423224708,2673
36.2427181778,2674
36.243,2673
36.2432927058,2674
36.2436772488,2675
36.2439507628,2676
36.244,2675
36.244,2674
36.2444165448,2675
36.245,2674
36.245,2673
36.246,2672
36.2467074308,2673
36.247,2672
36.247,2671
36.2472314338,2672
36.248,2671
36.248,2670
36.249,2669
36.25,2668
36.25,2667
36.251,2666
36.251,2665
36.252,2664
36.253,2663
36.253,2662
36.2537769418,2663
36.254,2662
36.2545053668,2663
36.2549512838,2664
36.255,2663
36.255,2662
36.2556131888,2663
36.2559811048,2664
36.256,2663
36.256,2662
36.2565501398,2663
36.257,2662
36.2570006818,2663
36.2578654378,2664
36.258,2663
36.258,2662
36.2585184268,2663
36.259,2662
36.259,2661
36.26,2660
36.261,2659
36.261,2658
36.262,2657
36.262,2656
36.263,2655
36.264,2654
36.264,2653
36.2644938448,2654
36.2649077678,2655
36.265,2654
36.265,2653
36.2655178438,2654
36.2659364618,2655
36.266,2654
36.2664893778,2655
36.2669173578,2656
36.267,2655
36.267,2654
36.2674498988,2655
36.268,2654
36.268,2653
36.2685474828,2654
36.269,2653
36.27,2652
36.27,2651
36.271,2650
36.272,2649
36.272,2648
36.273,2647
36.273,2646
36.274,2645
36.275,2644
36.275,2643
36.2757758728,2644
36.276,2643
36.276,2642
36.2764716328,2643
36.2768965828,2644
36.277,2643
36.2774642648,2644
36.2778894578,2645
36.278,2644
36.278,2643
36.2784298378,2644
36.2788619858,2645
36.279,2644
36.279,2643
36.2797911638,2644
36.28,2643
36.2804089568,2644
36.2807959708,2645
36.281,2644
36.281,2643
36.282,2642
36.282,2641
36.283,2640
36.284,2639
36.284,2638
36.285,2637
36.285,2636
36.286,2635
36.2867943278,2636
36.287,2635
36.287,2634
36.2874615098,2635
36.2878877568,2636
36.288,2635
36.288,2634
36.2885270608,2635
36.2889507638,2636
36.289,2635
36.2895340208,2636
36.2899607358,2637
36.29,2636
36.29,2635
36.2907583748,2636
36.291,2635
36.2914210538,2636
36.2918417578,2637
36.292,2636
36.292,2635
36.293,2634
36.293,2633
36.294,2632
36.295,2631
36.295,2630
36.296,2629
36.296,2628
36.297,2627
36.2975212238,2628
36.2979142738,2629
36.298,2628
36.298,2627
36.2983998838,2628
36.2987655218,2629
36.299,2628
36.299,2627
36.2992602958,2628
36.2996277188,2629
36.2999085998,2630
36.3,2629
36.301,2628
36.301,2627
36.3014736218,2628
36.302,2627
36.302,2626
36.303,2625
36.304,2624
36.304,2623
36.305,2622
36.305,2621
36.306,2620
36.307,2619
36.307,2618
36.308,2617
36.3088947178,2618
36.309,2617
36.309,2616
36.3096297598,2617
36.31,2616
36.31,2615
36.3103083048,2616
36.3106883308,2617
36.311,2616
36.3113556488,2617
36.3117204928,2618
36.312,2617
36.312,2616
36.3126760008,2617
36.313,2616
36.313,2615
36.3134170778,2616
36.3138620868,2617
36.314,2616
36.3144855928,2617
36.3148638438,2618
36.315,2617
36.315,2616
36.316,2615
36.316,2614
36.317,2613
36.318,2612
36.318,2611
36.319,2610
36.319,2609
36.3194832828,2610
36.3198756318,2611
36.32,2610
36.3204423818,2611
36.3208081248,2612
36.321,2611
36.321,2610
36.3212944258,2611
36.3216555378,2612
36.3219288788,2613
36.322,2612
36.322,2611
36.323,2610
36.3235337408,2611
36.324,2610
36.324,2609
36.325,2608
36.326,2607
36.326,2606
36.327,2605
36.327,2604
36.328,2603
36.329,2602
36.329,2601
36.33,2600
36.33,2599
36.3304377138,2600
36.3308850368,2601
36.331,2600
36.3315435318,2601
36.3319646118,2602
36.332,2601
36.332,2600
36.3325010448,2601
36.3329227898,2602
36.333,2601
36.333,2600
36.3334868138,2601
36.334,2600
36.3346628428,2601
36.335,2600
36.335,2599
36.336,2598
36.336,2597
36.337,2596
36.338,2595
36.338,2594
36.339,2593
36.339,2592
36.34,2591
36.341,2590
36.341,2589
36.3414832778,2590
36.3418736318,2591
36.342,2590
36.342,2589
36.3424340518,2590
36.3428184048,2591
36.343,2590
36.3433791708,2591
36.3438038418,2592
36.344,2591
36.344,2590
36.3443392018,2591
36.3447551598,2592
36.345,2591
36.3456766788,2592
36.346,2591
36.346,2590
36.347,2589
36.347,2588
36.348,2587
36.349,2586
36.349,2585
36.35,2584
36.35,2583
36.351,2582
36.352,2581
36.352,2580
36.3526315258,2581
36.353,2580
36.353,2579
36.3533130108,2580
36.3537318688,2581
36.354,2580
36.3543534568,2581
36.3547649298,2582
36.355,2581
36.355,2580
36.3552921058,2581
36.3557010458,2582
36.356,2581
36.356,2580
36.3564966628,2581
36.3568861568,2582
36.357,2581
36.358,2580
36.358,2579
36.359,2578
36.359,2577
36.36,2576
36.361,2575
36.361,2574
36.362,2573
36.363,2572
36.363,2571
36.3639318538,2572
36.364,2571
36.364,2570
36.3646293478,2571
36.365,2570
36.3653312158,2571
36.3657060308,2572
36.366,2571
36.366,2570
36.3663491688,2571
36.3667085308,2572
36.367,2571
36.367,2570
36.3676945968,2571
36.368,2570
36.3684088478,2571
36.3688499718,2572
36.369,2571
36.369,2570
36.3694493598,2571
36.3698792368,2572
36.37,2571
36.37,2570
36.3704696988,2571
36.3708523898,2572
36.371,2571
36.3713420518,2572
36.3717055308,2573
36.3719753618,2574
36.372,2573
36.372,2572
36.3724469088,2573
36.3727938718,2574
36.373,2573
36.373,2572
36.374,2571
36.3745044488,2572
36.3748964888,2573
36.375,2572
36.375,2571
36.3754509548,2572
36.3758163618,2573
36.376,2572
36.376,2571
36.3763036018,2572
36.3766644558,2573
36.3769354788,2574
36.377,2573
36.3774219938,2574
36.3777889378,2575
36.378,2574
36.378,2573
36.3785586338,2574
36.3789317808,2575
36.379,2574
36.379,2573
36.3794343858,2574
36.3798005698,2575
36.38,2574
36.3803162998,2575
36.3806819378,2576
36.381,2575
36.381,2574
36.3812209008,2575
36.3815197218,2576
36.3817898488,2577
36.382,2576
36.3822665608,2577
36.3826269088,2578
36.3828958828,2579
36.383,2578
36.383,2577
36.384,2576
36.384,2575
36.385,2574
36.3853126278,2575
36.3856970428,2576
36.3859717538,2577
36.386,2576
36.386,2575
36.3864453058,2576
36.3868221878,2577
36.387,2576
36.387,2575
36.3873091288,2576
36.3876780558,2577
36.3879477188,2578
36.388,2577
36.3884253298,2578
36.3887884238,2579
36.389,2578
36.389,2577
36.3894834018,2578
36.3898344118,2579
36.39,2578
36.39,2577
36.3903264318,2578
36.3906891748,2579
36.3909581158,2580
36.391,2579
36.392,2578
36.392,2577
36.393,2576
36.393,2575
36.394,2574
36.395,2573
36.395,2572
36.396,2571
36.396,2570
36.3967166078,2571
36.397,2570
36.3973388448,2571
36.3977161868,2572
36.3979933958,2573
36.398,2572
36.398,2571
36.3984570738,2572
36.3988252428,2573
36.399,2572
36.3993027458,2573
36.3996675698,2574
36.3999395478,2575
36.4,2574
36.4,2573
36.4007438428,2574
36.401,2573
36.401,2572
36.4013140268,2573
36.4016907118,2574
36.4019660998,2575
36.402,2574
36.4025337838,2575
36.4029005758,2576
36.403,2575
36.403,2574
36.4033790308,2575
36.4037427948,2576
36.404,2575
36.404,2574
36.4042196698,2575
36.4045794628,2576
36.4048461428,2577
36.405,2576
36.4053533658,2577
36.4057014968,2578
36.406,2577
36.406,2576
36.407,2575
36.407,2574
36.4074633338,2575
36.4078425748,2576
36.408,2575
36.4084130418,2576
36.4087781938,2577
36.409,2576
36.409,2575
36.4092528328,2576
36.4096115828,2577
36.4098821728,2578
36.41,2577
36.41,2576
36.4103558238,2577
36.4107180998,2578
36.4109842928,2579
36.411,2578
36.4116586138,2579
36.412,2578
36.412,2577
36.4120015338,2578
36.4124775108,2579
36.4128011918,2580
36.413,2579
36.413,2578
36.4132905558,2579
36.4135787978,2580
36.414,2579
36.415,2578
36.415,2577
36.416,2576
36.417,2575
36.417,2574
36.418,2573
36.418,2572
36.4184567048,2573
36.4188387978,2574
36.419,2573
36.4194134138,2574
36.4197774178,2575
36.42,2574
36.42,2573
36.4202402308,2574
36.4205962938,2575
36.4208663918,2576
36.421,2575
36.421,2574
36.4213509468,2575
36.4217103628,2576
36.4219746488,2577
36.422,2576
36.4227467778,2577
36.423,2576
36.423,2575
36.4232746788,2576
36.4235779408,2577
36.4239128058,2578
36.424,2577
36.424,2576
36.4244206818,2577
36.4247182088,2578
36.4249935218,2579
36.425,2578
36.4254871938,2579
36.426,2578
36.426,2577
36.427,2576
36.427,2575
36.428,2574
36.429,2573
36.429,2572
36.4295932748,2573
36.4299837768,2574
36.43,2573
36.43,2572
36.4304812978,2573
36.4308497648,2574
36.431,2573
36.4313261288,2574
36.4316877188,2575
36.4319548948,2576
36.432,2575
36.432,2574
36.4324090218,2575
36.4327707488,2576
36.433,2575
36.433,2574
36.4335517608,2575
36.4338979568,2576
36.434,2575
36.4343887798,2576
36.4347519988,2577
36.435,2576
36.435,2575
36.4352997708,2576
36.4355972178,2577
36.4358678548,2578
36.436,2577
36.4363575388,2578
36.4367100348,2579
36.4369784638,2580
36.437,2579
36.437,2578
36.4374592928,2579
36.438,2578
36.438,2577
36.439,2576
36.44,2575
36.44,2574
36.4403644618,2575
36.4407556998,2576
36.441,2575
36.441,2574
36.4412650858,2575
36.4415686268,2576
36.4418390198,2577
36.442,2576
36.4423603408,2577
36.4427334308,2578
36.443,2577
36.443,2576
36.4432086308,2577
36.4435757958,2578
36.4438466558,2579
36.444,2578
36.444,2577
36.4446571278,2578
36.445,2577
36.4452412598,2578
36.4456038528,2579
36.4458726158,2580
36.446,2579
36.446,2578
36.4463654918,2579
36.4467393908,2580
36.447,2579
36.447,2578
36.4472368268,2579
36.4476025368,2580
36.448,2579
36.449,2578
36.449,2577
36.45,2576
36.45,2575
36.451,2574
36.4516866748,2575
36.452,2574
36.452,2573
36.4522708918,2574
36.4526437458,2575
36.4529171578,2576
36.453,2575
36.4534142828,2576
36.4537752158,2577
36.454,2576
36.454,2575
36.4542572268,2576
36.4546218128,2577
36.4548922478,2578
36.455,2577
36.455,2576
36.4556682398,2577
36.456,2576
36.4562366968,2577
36.4565394058,2578
36.4568744178,2579
36.457,2578
36.457,2577
36.4573718128,2578
36.4576648118,2579
36.4579279388,2580
36.458,2579
36.458,2578
36.4584344068,2579
36.4587975848,2580
36.459,2579
36.4592904588,2580
36.4596538358,2581
36.4599263638,2582
36.46,2581
36.46,2580
36.4604322248,2581
36.461,2580
36.461,2579
36.462,2578
36.4625793328,2579
36.463,2578
36.463,2577
36.4632834368,2578
36.4636756678,2579
36.464,2578
36.464,2577
36.4642522548,2578
36.4645621268,2579
36.4648370008,2580
36.465,2579
36.4653462878,2580
36.4657113988,2581
36.4659808128,2582
36.466,2581
36.466,2580
36.4668002798,2581
36.467,2580
36.467,2579
36.4673936848,2580
36.4677624928,2581
36.468,2580
36.4683222738,2581
36.4686884978,2582
36.469,2581
36.469,2580
36.47,2579
36.47,2578
36.471,2577
36.472,2576
36.472,2575
36.473,2574
36.4735730418,2575
36.474,2574
36.474,2573
36.4742524598,2574
36.4745773888,2575
36.4749219648,2576
36.475,2575
36.475,2574
36.4753907168,2575
36.4756928848,2576
36.4759623168,2577
36.476,2576
36.4764472538,2577
36.4768517238,2578
36.477,2577
36.477,2576
36.478,2575
36.478,2574
36.4783496538,2575
36.4787848468,2576
36.479,2575
36.4794545818,2576
36.4798480208,2577
36.48,2576
36.48,2575
36.4803650928,2576
36.4807401318,2577
36.481,2576
36.481,2575
36.4812712158,2576
36.4816469448,2577
36.482,2576
36.483,2575
36.483,2574
36.484,2573
36.484,2572
36.485,2571
36.486,2570
36.486,2569
36.4864676478,2570
36.487,2569
36.487,2568
36.4874956238,2569
36.488,2568
36.4889039748,2569
36.489,2568
36.489,2567
36.4897849678,2568
36.49,2567
