rlcDelayDl:vector ExtClientServerExample.ue.cellularNic.nrRlc.um (#0 - test-0-20250824-22:30:48-60671),
0.917,0.015618277199999998
0.917,0.015270111199999998
0.918,0.015614568199999997
0.919,0.016257488199999996
0.919,0.013415731199999999
0.92,0.013782852199999997
0.92,0.013403148199999999
0.921,0.014064968199999999
0.922,0.014548117199999998
0.922,0.014179708199999998
0.923,0.014286212199999998
0.923,0.013649928199999997
0.924,0.014275244199999998
0.925,0.014710064199999997
0.925,0.0143525582
0.926,0.0150015662
0.926,0.0144159482
0.927,0.0150541062
0.928,0.015498663199999998
0.928,0.015144618199999997
0.929,0.015591627199999999
0.929,0.0152417382
0.93,0.013412378199999998
0.931,0.013273648199999998
0.931,0.012322502199999998
0.932,0.012319179199999998
0.932,0.011698892199999998
0.933,0.012325268199999999
0.934,0.012624961199999999
0.934,0.012149589199999997
0.935,0.0122442902
0.936,0.0122581592
0.936,0.0113931692
0.937,0.008540271199999997
0.937,0.007425080199999999
0.938,0.007998782199999998
0.939,0.0077491482
0.939,0.007378463199999999
0.94,0.008040262199999998
0.94,0.007471293199999999
0.941,0.008112489199999999
0.942,0.008566073199999999
0.942,0.008207814199999999
0.943,0.0086714362
0.943,0.008311407199999998
0.944,0.008787606199999999
0.945,0.009431577199999999
0.945,0.009106395199999998
0.946,0.0084516312
0.946,0.008053445199999998
0.947,0.008508631199999998
0.948,0.0091465342
0.948,0.008593620199999998
0.949,0.009238970199999998
0.949,0.008705094199999999
0.95,0.009344583199999999
0.951,0.0099974512
0.951,0.009113793199999997
0.952,0.009561348199999999
0.952,0.009206228199999999
0.953,0.009611232199999999
0.954,0.0102298452
0.954,0.0096909612
0.955,0.010332581199999999
0.956,0.0107768292
0.956,0.010424211199999998
0.957,0.011095642199999998
0.957,0.0105466772
0.958,0.0111965212
0.959,0.0097635202
0.959,0.009383631199999999
0.96,0.010056491199999999
0.96,0.0095269932
0.961,0.010164868199999999
0.962,0.010623738199999999
0.962,0.0102683982
0.963,0.010284309199999997
0.963,0.009515090199999999
0.964,0.009387568199999998
0.965,0.009389260199999999
0.965,0.008539150199999997
0.966,0.0090548602
0.966,0.008297511199999999
0.967,0.005392760199999999
0.968,0.005567852199999999
0.968,0.005143145199999999
0.969,0.005242772199999998
0.969,0.0046800912
0.97,0.0051913562
0.971,0.005609447199999999
0.971,0.005238066199999998
0.972,0.0056831182
0.973,0.0063258962
0.973,0.005800237199999998
0.974,0.006437784199999999
0.974,0.0061018232
0.975,0.0065570152
0.976,0.007186962199999999
0.976,0.005238740199999999
0.977,0.005643145199999999
0.977,0.005286403199999999
0.978,0.0057776192
0.979,0.006427886199999999
0.979,0.006097694199999999
0.98,0.006573885199999998
0.98,0.006235581199999999
0.981,0.006328392199999999
0.982,0.0068040232
0.982,0.006445953199999999
0.983,0.0071207752
0.983,0.006553240199999999
0.984,0.0071972062
0.985,0.007657745199999999
0.985,0.007315906199999999
0.986,0.007997451199999998
0.986,0.007478367199999998
0.987,0.008151122199999999
0.988,0.008577056199999998
0.988,0.008235924199999997
0.989,0.007038799199999999
0.99,0.007463816199999999
0.99,0.007107250199999999
0.991,0.007561460199999999
0.991,0.007203984199999999
0.992,0.007686223199999999
0.993,0.0083320292
0.993,0.0074844222
0.994,0.008141625199999998
